"","Region name","Region classification","Measures","Active case rate (per 100,000 population)","Active cases","Population"
"34","City Of Lacombe","Enhanced","Enhanced measures in place","91.2","17","18640"
"35","City Of Leduc","Enhanced","Enhanced measures in place","387.7","128","33017"
"36","City Of Lethbridge","Enhanced","Enhanced measures in place","172.7","171","98987"
"37","City Of Lloydminster","Open","Help prevent the spread","0","0","22277"
"38","City Of Medicine Hat","Enhanced","Enhanced measures in place","151.3","103","68057"
"39","City Of Red Deer","Enhanced","Enhanced measures in place","133.1","141","105939"
"40","City Of Spruce Grove","Enhanced","Enhanced measures in place","272.4","101","37076"
"41","City Of St. Albert","Enhanced","Enhanced measures in place","310.5","214","68923"
"42","City Of Wetaskiwin","Enhanced","Enhanced measures in place","375","63","16799"
"43","Clear Hills County","Open","Help prevent the spread","0","0","2998"
"44","Clearwater County","Enhanced","Enhanced measures in place","64","13","20304"
"45","County Of Barrhead No. 11","Open","Help prevent the spread","69.2","7","10116"
"46","County Of Forty Mile No. 8","Enhanced","Enhanced measures in place","310.4","20","6443"
"47","County Of Grande Prairie No. 1","Enhanced","Enhanced measures in place","130.9","41","31319"
"48","County Of Minburn No. 27","Open","Help prevent the spread","57.8","6","10380"
"49","County Of Newell","Enhanced","Enhanced measures in place","271.8","22","8093"
"50","County Of Northern Lights","Open","Help prevent the spread","108.1","4","3702"
"51","County Of Paintearth No. 18","Open","Help prevent the spread","25.3","1","3947"
"52","County Of St. Paul No. 19","Enhanced","Enhanced measures in place","260.7","43","16493"
"53","County Of Stettler No. 6","Open","Help prevent the spread","24.1","3","12449"
"54","County Of Two Hills No. 21","Open","Help prevent the spread","17.9","1","5596"
"55","County Of Vermilion River","Open","Help prevent the spread","0","0","12907"
"56","County Of Warner No. 5","Enhanced","Enhanced measures in place","154.6","17","10994"
"57","County Of Wetaskiwin No. 10","Enhanced","Enhanced measures in place","196.4","20","10181"
"58","Cypress County","Enhanced","Enhanced measures in place","347.6","39","11218"
"59","Edmonton - Abbottsfield","Enhanced","Enhanced measures in place","398.9","58","14540"
"60","Edmonton - Bonnie Doon","Enhanced","Enhanced measures in place","324.1","313","96574"
"61","Edmonton - Castle Downs","Enhanced","Enhanced measures in place","707.5","499","70526"
"62","Edmonton - Duggan","Enhanced","Enhanced measures in place","286.9","116","40428"
"63","Edmonton - Eastwood","Enhanced","Enhanced measures in place","478","347","72600"
"64","Edmonton - Jasper Place","Enhanced","Enhanced measures in place","458.9","216","47069"
"65","Edmonton - Mill Woods South & East","Enhanced","Enhanced measures in place","604.9","502","82983"
"66","Edmonton - Mill Woods West","Enhanced","Enhanced measures in place","465.6","238","51122"
"67","Edmonton - Ne","Enhanced","Enhanced measures in place","547.8","487","88901"
"68","Edmonton - Northgate","Enhanced","Enhanced measures in place","631","520","82404"
"69","Edmonton - Rutherford","Enhanced","Enhanced measures in place","518.5","540","104153"
"70","Edmonton - Twin Brooks","Enhanced","Enhanced measures in place","290.7","220","75685"
"71","Edmonton - West Jasper Place","Enhanced","Enhanced measures in place","328.6","332","101046"
"72","Edmonton - Woodcroft East","Enhanced","Enhanced measures in place","477","288","60381"
"73","Edmonton - Woodcroft West","Enhanced","Enhanced measures in place","421.8","137","32479"
"74","Flagstaff County","Enhanced","Enhanced measures in place","175.2","15","8560"
"75","Foothills County","Enhanced","Enhanced measures in place","309.5","69","22291"
"76","I.d. No. 12 (Jasper National Park)","Open","Help prevent the spread","0","0","0"
"77","I.d. No. 13 (Elk Island)","Open","Help prevent the spread","0","0","0"
"78","I.d. No. 24 (Wood Buffalo)","Open","Help prevent the spread","0","0","565"
"79","I.d. No. 25 (Willmore Wilderness)","Open","Help prevent the spread","0","0","0"
"80","I.d. No. 349","Open","Help prevent the spread","0","0","0"
"81","I.d. No. 4 (Waterton)","Open","Help prevent the spread","0","0","166"
"82","I.d. No. 9 (Banff)","Enhanced","Enhanced measures in place","1097.6","152","13849"
"83","Kananaskis Improvement District","Open","Help prevent the spread","0","0","1"
"84","Kneehill County","Enhanced","Enhanced measures in place","128.3","14","10909"
"85","Lac La Biche County","Enhanced","Enhanced measures in place","256.2","26","10150"
"86","Lac Ste. Anne County","Enhanced","Enhanced measures in place","145.2","24","16534"
"87","Lacombe County","Enhanced","Enhanced measures in place","133.2","29","21779"
"88","Lamont County","Open","Help prevent the spread","88.8","7","7881"
"89","Leduc County","Enhanced","Enhanced measures in place","296.4","71","23958"
"90","Lethbridge County","Enhanced","Enhanced measures in place","285.4","72","25228"
"91","Mackenzie County","Open","Help prevent the spread","33.1","8","24171"
"92","Mountain View County","Enhanced","Enhanced measures in place","52.4","12","22893"
"93","Municipal District Of Acadia No. 34","Open","Help prevent the spread","1629.7","6","368"
"94","Municipal District Of Bighorn No. 8","Open","Help prevent the spread","99.9","5","5004"
"95","Municipal District Of Bonnyville No. 87","Enhanced","Enhanced measures in place","145.9","26","17826"
"96","Municipal District Of Fairview No. 136","Open","Help prevent the spread","118.6","6","5061"
"97","Municipal District Of Greenview No. 16","Enhanced","Enhanced measures in place","265.6","40","15058"
"98","Municipal District Of Lesser Slave River No. 124","Enhanced","Enhanced measures in place","101.9","11","10790"
"99","Municipal District Of Opportunity No. 17","Enhanced","Enhanced measures in place","180.6","12","6646"
"100","Municipal District Of Peace No. 135","Enhanced","Enhanced measures in place","201","32","15922"
"101","Municipal District Of Pincher Creek No. 9","Open","Help prevent the spread","60.2","5","8302"
"102","Municipal District Of Provost No. 52","Open","Help prevent the spread","20.7","1","4828"
"103","Municipal District Of Ranchland No. 66","Open","Help prevent the spread","0","0","0"
"104","Municipal District Of Smoky River No. 130","Open","Help prevent the spread","45.4","2","4410"
"105","Municipal District Of Spirit River No. 133","Open","Help prevent the spread","32.3","1","3092"
"106","Municipal District Of Taber","Enhanced","Enhanced measures in place","519.5","98","18863"
"107","Municipal District Of Wainwright No. 61","Open","Help prevent the spread","42.3","5","11810"
"108","Municipal District Of Willow Creek No. 26","Enhanced","Enhanced measures in place","91.3","15","16427"
"109","Municipality Of Crowsnest Pass","Open","Help prevent the spread","31.6","2","6321"
"110","Municipality Of Jasper","Enhanced","Enhanced measures in place","463","26","5616"
"111","Northern Sunrise County","Open","Help prevent the spread","31.4","1","3188"
"112","Parkland County","Enhanced","Enhanced measures in place","334.1","111","33223"
"113","Ponoka County","Enhanced","Enhanced measures in place","800.9","220","27468"
"114","Red Deer County","Enhanced","Enhanced measures in place","148.4","49","33017"
"115","Regional Municipality Of Wood Buffalo","Enhanced","Enhanced measures in place","223","185","82974"
"116","Rocky View County","Enhanced","Enhanced measures in place","281.3","122","43377"
"117","Saddle Hills County","Open","Help prevent the spread","0","0","1523"
"118","Smoky Lake County","Enhanced","Enhanced measures in place","795.6","67","8421"
"119","Special Areas No. 2","Open","Help prevent the spread","21.9","1","4556"
"120","Special Areas No. 3","Open","Help prevent the spread","81.6","2","2451"
"121","Special Areas No. 4","Open","Help prevent the spread","93.1","2","2149"
"122","Starland County","Open","Help prevent the spread","155.6","3","1928"
"123","Strathcona County","Enhanced","Enhanced measures in place","357.6","353","98714"
"124","Sturgeon County","Enhanced","Enhanced measures in place","329","92","27964"
"125","Thorhild County","Open","Help prevent the spread","36.7","1","2726"
"126","Town Of Canmore","Enhanced","Enhanced measures in place","319.6","52","16273"
"127","Town Of Cochrane","Enhanced","Enhanced measures in place","93","31","33328"
"128","Town Of Drumheller","Enhanced","Enhanced measures in place","644","58","9006"
"129","Town Of High River","Enhanced","Enhanced measures in place","102.1","17","16650"
"130","Town Of Hinton","Enhanced","Enhanced measures in place","85.2","10","11742"
"131","Town Of Morinville","Enhanced","Enhanced measures in place","291.2","33","11332"
"132","Town Of Okotoks","Enhanced","Enhanced measures in place","180","63","34999"
"133","Town Of Olds","Enhanced","Enhanced measures in place","112.4","14","12452"
"134","Town Of Stony Plain","Enhanced","Enhanced measures in place","306","62","20264"
"135","Town Of Strathmore","Enhanced","Enhanced measures in place","118.6","22","18550"
"136","Town Of Sylvan Lake","Enhanced","Enhanced measures in place","172.3","29","16829"
"137","Town Of Whitecourt","Open","Help prevent the spread","55.9","8","14322"
"138","Vulcan County","Enhanced","Enhanced measures in place","1114.1","103","9245"
"139","Westlock County","Enhanced","Enhanced measures in place","109.7","15","13673"
"140","Wheatland County","Enhanced","Enhanced measures in place","341.4","23","6737"
"141","Woodlands County","Open","Help prevent the spread","0","0","1358"
"142","Yellowhead County","Enhanced","Enhanced measures in place","71.2","14","19658"
