Date,Cumul des personnes avec des analyses négatives,Cumul de cas confirmés,Nouveaux cas,Nombre cumulatif de décès,Nouveaux décès,Hospitalisations,Soins intensifs,Personnes testées,Cas actifs,Tests (Volumétrie),Hospitalisations (nouvelle méthode),,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,,CHSLD,RPA,Domicile,Autres - Inconnu,,Montréal et Laval,Régions à proximité,Autres régions,,Cas Labo,Cas Lien Épi,Cas Total,Cumul Labo,Cumul Épi,NV CHSLD,NV RPA,NV Dom,NV Autres,Moy mobile Décès,Inc Hors-SI,Inc SI,Moy. mobile (cas),Analyses nég (Nouv.),Cas labo (Nouv.),Cas labo (ancien)
14/03/2020,2270,39,15,,0,0,,2309,14,695,,,0,0,0.3971095718,0.7657832718,0.6083181423,0.9198042076,0,0,0,7.375719133,1.111135803,0.2323911422,0,0.1922736747,1.116484414,1.046936976,0,0,,,,,,,0.7574543474,0.6786277062,0.5705371541,,19,0,19,53,2,,,,,,,,16.1,,,53
15/03/2020,3079,50,11,0,0,2,0,3129,22,811,,,0.5074236074,0,0.7942191436,0.7657832718,0.6083181423,1.210268694,0,0,0,7.375719133,1.111135803,0.6971734265,0,0.3845473493,1.116484414,1.046936976,0,0,,0,0,0,0,,0.9966504571,0.7464904768,0.7021995743,,13,0,13,66,2,0,0,0,0,,,,20.6,,,66
16/03/2020,4778,74,24,0,0,5,0,4852,42,1157,,,0.5074236074,0,0.7942191436,0.9572290898,1.01386357,1.403911685,0,0,0,7.375719133,1.111135803,0.9295645687,0,0.576821024,1.435479961,1.465711767,0,0,,0,0,0,0,,1.15611453,1.221529871,0.8338619945,,17,0,17,83,2,0,0,0,0,,,,30.3,,,83
17/03/2020,5213,94,20,0,0,2,4,5307,59,1459,,,0.5074236074,0,1.191328715,0.9572290898,4.663772424,1.74278692,0.4987133196,0,0,7.375719133,1.111135803,2.323911422,0,1.345915723,1.754475508,1.535507566,0,0,,0,1,0,0,,1.435176658,1.696569265,1.470230359,,44,0,44,127,2,0,1,0,0,.,,,48.3,,,127
18/03/2020,6331,121,27,1,1,3,4,6452,83,2246,,,1.522270822,0,1.853178002,0.9572290898,6.083181423,2.033251406,0.9974266393,0.6774333406,0,7.375719133,1.111135803,2.323911422,1.129318231,3.268652469,2.073471054,1.605303364,0,0,,1,1,1,0,,1.873702859,2.510922513,1.865217619,,40,1,41,167,3,1,0,1,0,.,,,72,,,167
19/03/2020,7666,139,18,1,0,4,6,7805,98,3597,,,1.522270822,0.3601890272,2.250287574,1.148674908,10.34140842,3.727627578,0.9974266393,0.6774333406,0,7.375719133,1.111135803,2.323911422,2.258636461,3.845473493,2.073471054,1.954282356,0,0,,1,1,1,0,,3.468343591,2.850236366,2.501585984,,73,1,74,240,4,0,0,0,0,.,,,104.4,,,240
20/03/2020,9242,181,42,4,3,9,10,9423,136,3990,,,1.522270822,0.7203780544,3.044506717,1.531566544,13.18022642,6.099754219,1.994853279,0.6774333406,0,7.375719133,2.222271606,3.950649417,3.613818338,5.76821024,4.625435429,2.931423534,0,0,,1,2,1,0,,5.660974597,5.021845026,3.445166662,,122,8,130,362,12,0,1,0,0,1.1,,,151.4,,,362
21/03/2020,9786,219,38,4,0,11,13,10005,171,3995,,,1.522270822,0.7203780544,5.162424433,2.297349816,15.00518084,10.55354301,2.742923258,0.6774333406,1.110703853,7.375719133,3.333407409,4.647822844,5.646591153,7.690946986,5.582422069,5.095093286,0,0,,1,3,1,0,,9.687442443,7.057728144,4.630128443,,183,2,185,545,14,0,1,0,0,1.3,,,183.6,,,545
22/03/2020,11211,628,409,4,0,25,20,11839,573,4434,,,2.02969443,1.440756109,8.471670865,3.828916359,23.11608941,14.81368882,3.241636578,1.354866681,1.110703853,7.375719133,3.333407409,6.274560839,8.808682199,10.57505211,7.974888671,6.630600851,0,0,,1,3,1,0,,13.75377631,9.568650657,6.84644585,,239,1,240,784,15,0,0,0,0,2.1,,,230.4,,,784
23/03/2020,12202,1013,385,4,0,36,31,13215,950,3952,,,2.02969443,2.161134163,12.17802687,6.892049447,32.03808883,21.30072902,3.740349897,2.032300022,1.110703853,7.375719133,10.00022223,8.598472261,15.58459158,14.61279927,9.250870858,9.701615982,0,0,,2,3,3,0,,20.29180331,12.55461256,9.874681514,,339,7,346,1123,22,1,0,2,0,3.4,,,272.7,,,1123
24/03/2020,26634,1339,326,6,2,43,35,27973,1260,4024,,,3.044541644,3.601890272,14.42831444,7.849278536,35.48522497,28.32028744,3.989706557,2.032300022,2.221407706,7.375719133,10.00022223,10.4576014,21.45704638,16.7278097,10.52685305,11.37671514,0,0,,3,3,4,0,,27.10889243,14.52263291,11.38879935,,259,10,269,1382,32,1,0,1,0,3.7,,,318.9,,,1382
25/03/2020,31854,1629,290,8,2,63,43,33483,1514,5394,,,3.044541644,5.042646381,15.88438287,10.14662835,43.1905881,37.42150802,4.987133196,5.419466724,7.774926971,7.375719133,10.00022223,12.78151282,28.45881941,21.34237789,12.28132855,13.1914059,0,0,,7,6,4,1,,35.83955044,17.64432036,13.67094796,,362,7,369,1744,39,4,3,0,1,5.4,,,352.3,,,1744
26/03/2020,32335,2021,392,18,10,91,50,34356,1869,5299,,,3.551965252,7.203780544,17.3404513,12.25253235,50.28763309,46.23226412,5.236489856,11.51636679,11.10703853,7.375719133,10.00022223,16.73216224,34.33127421,24.03420933,15.31178625,15.56446305,0,5.439216753,,9,8,9,1,,44.13168224,20.5624195,16.28225263,,365,5,370,2109,44,2,2,5,0,6.9,,,399.9,,,2109
27/03/2020,43589,2498,477,22,4,107,57,46087,2298,6119,,,4.059388859,7.203780544,19.98784845,15.69855707,56.1680418,57.99607582,7.480699795,16.93583351,14.43915009,7.375719133,12.22249383,19.05607366,42.23650182,27.87968283,19.45872836,17.51874541,7.012622721,5.439216753,,11,9,9,1,,55.21443533,24.22700911,18.93744477,,450,3,453,2559,47,2,1,0,0,8.3,,,433.3,,,2559
28/03/2020,49364,2840,342,22,0,120,72,52204,2579,5773,,,4.059388859,7.203780544,22.50287574,18.76169016,64.6844958,67.72663613,7.979413114,18.96813354,19.99266935,7.375719133,12.22249383,20.21802937,51.27104767,33.45561939,21.05370609,20.79914793,7.012622721,5.439216753,,20,11,11,1,,64.82214573,27.89159872,21.65846812,,411,8,419,2970,55,9,2,2,0,10.3,,,499.4,,,2970
29/03/2020,56285,3430,590,25,3,157,78,59715,3122,6856,,,5.581659681,9.364914707,26.07686188,27.56819779,71.57876807,80.41025204,11.47040635,21.00043356,26.65689247,7.375719133,18.88930865,21.61237622,61.2090481,41.7233874,27.5931148,22.96281768,14.02524544,5.439216753,,26,12,14,1,,77.02114733,33.93138531,25.56445325,,558,15,573,3528,70,6,1,3,0,11.3,,,547,,,3528
30/03/2020,63378,4162,732,31,6,204,82,67540,3772,7511,,,7.611354111,11.16585984,29.51847817,35.60892214,75.22867693,93.28751095,16.20818289,24.38760026,33.32111559,14.75143827,23.33385186,26.26019907,71.14704853,49.41433439,32.85654132,26.10362861,14.02524544,16.31765026,,34,13,18,1,,89.379613,39.83544635,29.58015707,,536,44,580,4064,114,8,1,4,0,13.3,,,619.7,,,4064
31/03/2020,65205,4611,449,33,2,225,82,69711,4120,7569,,,9.133624933,16.56869525,33.35720403,42.11807995,81.92017649,109.2630577,18.20303617,27.77476696,38.87463486,14.75143827,24.44498767,29.97845734,91.47477668,59.60483914,38.91745671,31.1289261,14.02524544,16.31765026,,46,13,20,3,,106.1233407,47.36821389,33.99084815,,682,50,732,4746,164,12,0,2,2,17.9,,,666,,,4746
01/04/2020,69146,5518,907,36,3,269,96,74542,4888,6493,,,9.64104854,18.36964039,38.51962846,56.28507048,90.23385777,124.0283358,20.69660276,32.51680035,45.53885797,14.75143827,44.44543212,30.67563077,104.8007318,64.21940734,43.86188769,36.64279418,14.02524544,16.31765026,,59,14,21,3,,120.6345713,52.66151,39.69621969,,646,56,702,5392,220,13,1,1,0,22.6,,,721.6,,,5392
02/04/2020,77618,6101,583,61,25,334,107,83570,5305,7182,,,13.7004374,21.61134163,41.03465575,67.1974821,96.31703919,143.8767424,21.94338606,41.32343377,54.4244888,14.75143827,48.88997533,31.14041305,128.5164146,73.64081739,52.793763,43.55257822,42.07573633,16.31765026,,75,17,24,4,,141.1655707,62.77306282,44.39217934,,806,73,879,6198,293,16,3,3,1,27.7,,,731,,,6198
03/04/2020,83454,6997,896,75,14,348,130,90227,5978,7743,,,13.7004374,24.49285385,44.34390218,78.30133955,103.8196296,160.8689148,23.43952602,53.5172339,57.75660036,14.75143827,51.11224694,33.23193333,141.3906425,83.06222745,59.9711628,51.16032025,42.07573633,16.31765026,,97,24,29,5,,157.4309062,73.08820396,49.1539702,,694,83,777,6892,376,22,7,5,1,33.3,,,774.1,,,6892
04/04/2020,88308,7944,947,94,19,371,154,95955,6617,4990,,,14.71528461,31.69663439,46.06471033,90.17098026,111.5249928,177.2801583,30.67086916,56.22696727,67.75293503,14.75143827,64.44587658,35.55584475,152.9096884,91.71454281,66.67006929,60.16397825,56.10098177,21.75686701,,127,34,33,7,,172.9786533,81.7746386,55.51765385,,696,112,808,7588,488,30,10,4,2,38.7,,,782.9,,,7588
05/04/2020,91965,8580,636,121,27,369,164,100113,6905,3978,,,14.71528461,37.0994698,47.52077876,97.06302971,114.161038,189.9153635,33.16443576,65.71103403,78.85997357,14.75143827,71.11269139,36.48540932,182.4978261,98.44412142,69.38153143,65.46845893,56.10098177,21.75686701,,159,42,37,9,,188.6061325,88.08587626,58.8969893,,553,86,639,8141,574,32,8,4,2,45.7,,,781.4,,,8141
06/04/2020,95681,9340,760,150,29,419,164,104526,7278,4805,,,15.73013183,39.98098202,50.43291562,108.7412246,117.6081742,212.0390752,34.41121905,71.8079341,82.19208512,14.75143827,77.77950621,41.59801445,201.696236,114.4028364,72.89048245,70.91253121,63.11360449,27.19608376,,200,48,41,10,,210.2135144,96.70444813,63.57100521,,792,90,882,8933,664,41,6,4,1,51.9,79,20,763,,,8933
07/04/2020,99780,10031,691,175,25,451,181,109270,7567,5394,,,16.74497904,44.30325035,52.94794291,114.1017075,123.0830375,232.42,34.90993237,74.51766746,86.63490054,14.75143827,87.77972844,46.01344615,217.0549639,126.1315306,78.15390897,76.70558248,63.11360449,27.19608376,,244,54,44,11,,229.7079974,104.8479806,67.58670903,,716,77,793,9649,741,44,6,3,1,56.3,98,19,743.3,,,9649
08/04/2020,103074,10912,881,216,41,483,196,113365,7853,4968,,,16.74497904,45.38381743,54.80112091,120.993757,127.1384917,250.6708519,36.40607233,84.67916757,92.1884198,14.75143827,91.11313585,47.64018415,231.05851,137.2834037,84.05532659,80.1255766,63.11360449,27.19608376,,293,61,52,11,,247.2091794,112.3807481,70.70271964,,604,88,692,10253,829,49,7,8,0,59.4,89,25,723,,,10253
09/04/2020,107266,11677,765,241,25,547,186,118217,8131,5508,,,17.25240265,50.78665284,56.65429891,126.162794,131.8022642,267.7114352,38.15156895,86.71146759,101.0740506,36.87859566,96.66881486,51.12605128,253.1931473,145.9357191,89.47825088,87.03536065,70.12622721,27.19608376,,341,66,61,15,,265.1488876,120.8635945,74.54287356,,649,101,750,10902,930,48,5,9,4,66,92,26,745.4,,,10902
10/04/2020,111651,12292,615,289,48,612,146,123115,8126,5267,,,17.25240265,52.22740894,58.11036734,135.7350849,139.1020819,282.5735347,40.39577889,88.06633427,103.2954583,36.87859566,102.2244939,53.91474499,266.7449661,154.2034871,92.34921081,92.61902452,70.12622721,27.19608376,,390,78,66,15,,279.7797163,127.6498715,78.31719628,,553,86,639,11455,1016,49,12,5,0,71.4,87,22,757.6,,,11455
11/04/2020,114811,12846,554,328,39,634,156,126771,8093,6923,,,17.25240265,54.74873213,59.56643577,143.3929177,141.7381272,294.9666861,42.88934549,90.09863429,105.516866,36.87859566,106.6690371,57.63300326,290.6865126,166.5090023,98.56962397,99.17982957,77.13884993,27.19608376,,442,87,68,20,,294.2112149,138.5079148,81.47709436,,587,79,666,12042,1095,52,9,2,5,77,81,16,782,,,12042
12/04/2020,118979,13557,711,360,32,664,166,131570,8256,6230,,,17.25240265,58.35062241,66.18492863,150.0935213,145.388036,310.9906437,44.38548545,90.77606763,105.516866,51.63003393,108.8913087,63.21039067,311.0142407,177.276328,103.9925483,108.741854,77.13884993,27.19608376,,512,100,74,23,,310.9948086,150.7910763,85.73417928,,713,83,796,12755,1178,70,13,6,3,82.1,87,11,841.4,,,12755
13/04/2020,124295,14248,691,435,75,730,161,137451,8204,7016,,,17.25240265,61.23213462,68.03810663,158.9000289,145.9963541,337.2292689,44.88419877,90.77606763,106.6275699,51.63003393,110.0024445,65.76669324,338.7954692,191.50458,111.8079392,115.1630674,84.15147265,27.19608376,,573,115,85,26,,337.5057108,161.4455313,88.9160211,,868,99,967,13623,1277,61,15,11,3,86.4,75,18,872.7,,,13623
14/04/2020,129498,14860,612,487,52,737,190,143174,7977,7174,,,17.25240265,66.63497003,70.55313392,163.6861744,152.0795356,359.9823204,47.12840871,91.45350098,109.9596815,51.63003393,114.4469877,66.92864895,365.2215158,212.0778631,115.3168902,124.7250918,84.15147265,27.19608376,,636,132,95,29,,360.9070635,174.9502227,92.82200623,,834,130,964,14457,1407,63,17,10,3,89.1,116,13,928.3,,,14457
15/04/2020,134011,15857,997,609,122,788,187,148571,8117,6562,,,17.25240265,72.75818349,73.86238035,168.6637656,154.3100354,389.9485733,47.62712203,92.13093432,115.5132007,51.63003393,114.4469877,67.39343123,398.6493354,227.4597571,121.8562989,133.7985456,91.16409537,27.19608376,,707,147,107,31,,391.4842996,187.7762863,96.15745421,,871,237,1108,15328,1644,71,15,12,2,93,116,19,928.3,,,15328
16/04/2020,138322,16798,941,688,79,822,196,153722,8295,6707,,,17.25240265,75.27950669,76.11266793,173.6413569,156.5405353,414.0087149,50.12068862,94.16323434,117.7346084,51.63003393,118.8915309,70.41451608,423.4943365,246.3025772,125.8437432,143.9887322,91.16409537,27.19608376,,783,161,112,32,,415.6829727,202.1631937,99.44901472,,850,119,969,16178,1763,76,14,5,1,98.1,98,20,932.3,,,16178
17/04/2020,142715,17521,723,805,117,879,193,158770,8222,6363,,,17.25240265,78.88139696,78.09821579,180.5334063,158.9738078,441.6996626,51.36747192,94.84066768,119.9560161,51.63003393,132.2251606,73.43560093,454.8893833,257.2621767,131.1071697,152.364228,91.16409537,27.19608376,,841,173,123,36,,444.0277117,211.9354326,103.2233374,,859,169,1028,17037,1932,58,12,11,4,100.3,116,7,924.3,,,17037
18/04/2020,146771,18357,836,877,72,917,183,163548,8408,5898,,,17.25240265,82.48328723,80.48087322,183.022202,159.3793533,457.6752094,52.1155419,95.51810102,119.9560161,51.63003393,141.114247,76.22429463,474.7653841,268.0295025,136.0516007,158.925033,91.16409537,27.19608376,,916,186,129,37,,460.6917073,221.300495,105.6371485,,552,114,666,17589,2046,75,13,6,1,103.7,93,24,902.1,,,17589
19/04/2020,150290,19319,962,939,62,970,198,167801,8776,5379,,,17.25240265,86.0851775,81.80457179,188.3826849,160.5959896,478.3950094,53.11296854,96.8729677,121.06672,51.63003393,152.225605,77.1538592,492.8344758,278.9891019,139.7200495,170.0923608,98.17671809,27.19608376,,1017,203,136,40,,480.9436446,233.6515192,108.5776092,,728,96,824,18317,2142,101,17,7,3,106.1,88,18,871.3,,,18317
20/04/2020,153283,20126,807,1041,102,1022,201,171520,8837,6336,,,17.25240265,88.60650069,83.92248951,195.4661801,161.4070804,501.8258114,53.86103852,97.55040104,122.1774238,51.63003393,153.3367408,79.01298834,517.4536133,293.4096275,145.9404627,178.8866314,98.17671809,27.19608376,,1105,215,139,42,,504.5841934,246.138269,111.5180699,,753,158,911,19070,2300,88,12,3,2,109.1,96,18,862.6,,,19070
21/04/2020,157087,20965,839,1134,93,1077,199,176048,9028,5963,,,17.25240265,90.0472568,85.64329765,199.2950965,162.2181713,524.1431661,55.35717848,97.55040104,123.2881277,51.63003393,163.336963,80.17494405,537.5554778,306.8687848,152.7988669,184.7494785,98.17671809,27.19608376,,1199,230,143,46,,526.5105035,256.3855474,113.8879935,,693,116,809,19763,2416,94,15,4,4,112.9,141,20,838.4,,,19763
22/04/2020,161148,21838,873,1243,109,1203,207,180833,9180,8598,,,17.25240265,92.92876902,88.2906948,205.4213627,163.6375803,550.0429161,56.85331844,98.22783438,123.2881277,51.63003393,164.4480988,81.10450862,555.8504331,319.3665736,156.945809,192.0780373,98.17671809,27.19608376,,1283,245,158,49,,551.0679708,265.8863353,116.8503979,,749,143,892,20512,2559,84,15,15,3,116.6,108,21,851.9,,,20512
23/04/2020,165302,22616,778,1340,97,1233,227,185632,9307,6600,,,17.25240265,94.0093361,91.46757137,211.356183,163.840353,575.5069695,59.09752838,99.58270106,124.3988315,51.63003393,168.8926421,82.49885547,575.9522976,335.1330149,166.1966799,197.1033348,98.17671809,27.19608376,,1370,260,166,56,,575.585572,277.8301829,119.4178151,,754,154,908,21266,2713,87,15,8,7,114.6,89,19,822,,,21266
24/04/2020,170211,23267,651,1446,106,1297,208,190765,9261,7630,,,17.25240265,95.08990318,93.05600966,214.9936536,164.8542166,599.4702896,59.84559836,99.58270106,124.3988315,51.63003393,173.3371853,83.42842004,593.3437983,353.0144667,172.5765908,204.292302,98.17671809,27.19608376,,1454,273,177,59,,598.3889345,290.4526583,121.6121888,,727,132,859,21993,2845,84,13,11,3,115.9,103,17,822.3,,,21993
25/04/2020,174405,24107,840,1515,69,1312,204,195577,9463,6339,,,17.25240265,96.53065929,99.27739295,220.1626907,166.2736256,614.5744429,61.84045163,99.58270106,124.3988315,51.63003393,181.1151359,85.05515804,627.6750726,367.4349923,176.2450396,210.2947407,112.2019635,43.51373402,,1541,295,188,60,,616.886767,299.7498578,125.1012429,,665,95,760,22658,2940,87,22,11,1,118.6,69,19,838.4,,,22658
26/04/2020,178388,24982,875,1599,84,1328,210,200172,9770,7013,,,17.75982626,97.25103734,102.5866394,224.1830528,166.679171,628.2746845,64.08466157,99.58270106,124.3988315,51.63003393,183.3374075,85.51994032,646.4217552,377.625497,181.5084661,217.0649331,112.2019635,48.95295078,,1627,310,199,62,,631.4777296,309.3863713,127.427279,,525,90,615,23183,3030,86,15,11,2,123.9,100,15,839.9,,,23183
27/04/2020,182048,25757,775,1682,83,1402,217,204472,9820,6413,,,17.75982626,97.61122637,105.4987762,230.5007648,167.4902618,650.64045,65.83015819,99.58270106,124.3988315,51.63003393,183.3374075,87.37906946,669.4598471,398.7756012,190.5998392,224.4632878,112.2019635,48.95295078,,1711,328,204,69,,653.962164,323.2982392,130.5652334,,787,126,913,23970,3156,84,18,5,7,124.3,100,17,854,,,23970
28/04/2020,185863,26594,837,1761,79,1423,222,208979,9917,7118,,,17.75982626,98.33160443,108.9403925,236.0526935,168.5041254,673.5387337,66.32887151,99.58270106,124.3988315,51.63003393,184.4485433,88.77341631,697.0152119,414.3497689,198.5747279,233.1877626,112.2019635,48.95295078,,1808,348,216,76,,677.6824448,336.4636167,133.4837503,,794,128,922,24764,3284,97,20,12,7,126.9,105,17,882.9,,,24764
29/04/2020,190101,27538,944,1859,98,1464,213,214047,9967,8801,,,17.75982626,100.4927386,112.5143787,241.9875139,170.1263071,698.7123225,69.07179477,99.58270106,124.3988315,51.63003393,185.5596791,89.2381986,717.5688037,424.924821,205.1141366,240.7955046,112.2019635,48.95295078,,1906,377,235,84,,702.040582,347.0502089,136.4461548,,779,123,902,25543,3407,98,29,19,8,126.3,99,15,903,,,25543
30/04/2020,194468,28648,1110,2022,163,1491,218,219367,10203,8613,,,17.75982626,101.2131166,116.3531045,247.156551,171.1401707,727.3714852,71.31600471,99.58270106,124.3988315,51.63003393,186.6708149,91.09732773,738.3482592,439.5376203,212.4510342,249.1710004,112.2019635,48.95295078,,1986,395,248,93,,729.3089385,359.7405471,139.430503,,892,115,1007,26435,3522,80,18,13,9,124.1,107,12,928.6,,,26435
01/05/2020,199037,29656,1008,2136,114,1509,222,224831,10346,9672,,,17.75982626,103.3742508,119.7947208,250.7940215,172.9651251,757.1925058,72.56278801,99.58270106,124.3988315,51.63003393,186.6708149,91.56211002,758.6759873,457.995893,221.701905,258.5236374,112.2019635,48.95295078,,2076,420,256,99,,757.4543474,374.4667683,142.4587386,,942,119,1061,27377,3641,90,25,8,6,124,106,18,922.1,,,27377
02/05/2020,202940,31865,2209,2205,69,1532,216,230864,11836,7809,,,17.75982626,104.0946289,122.5744878,255.9630586,173.776216,782.5113269,74.55764129,99.58270106,124.3988315,59.00575306,186.6708149,92.25928345,771.0984878,468.7632188,229.1983004,269.2023946,112.2019635,54.39216753,,2155,444,262,107,,780.496906,386.0034393,145.8161304,,809,92,901,28186,3733,79,24,6,8,118.1,75,15,918.3,,,28186
03/05/2020,206551,32623,758,2280,75,1548,217,235136,11953,7955,,,17.75982626,106.6159521,126.0161041,262.0893248,174.5873068,799.2614456,75.30571126,99.58270106,124.3988315,59.00575306,186.6708149,93.6536303,793.6848525,484.7219338,238.608669,278.1362568,112.2019635,54.39216753,,2218,464,271,114,,798.2771502,399.711719,149.0199159,,713,81,794,28899,3814,63,20,9,7,109.7,93,20,938,,,28899
04/05/2020,209946,33417,794,2398,118,1599,218,239241,11935,6937,,,17.75982626,107.3363301,128.2663917,268.215591,175.8039431,819.4971382,77.30056454,100.2601344,124.3988315,59.00575306,187.7819507,94.81558601,815.3677625,498.9501857,249.6140154,287.8378727,112.2019635,54.39216753,,2295,484,284,117,,818.7682836,413.6914497,152.2675889,,756,112,868,29655,3926,77,20,13,3,106.1,88,16,916,,,29655
05/05/2020,220604,34327,910,2510,112,1621,213,250654,12084,9117,,,17.75982626,107.6965191,131.4432683,273.1931822,177.4261248,842.2986004,78.04863452,100.9375677,124.3988315,59.00575306,187.7819507,95.04797715,835.0178997,514.5243534,260.3003662,296.5623475,112.2019635,54.39216753,,2356,507,292,120,,841.0135218,427.1961411,155.2958246,,766,129,895,30421,4055,61,23,8,3,100.3,90,17,876,,,30421
06/05/2020,228905,35238,911,2631,121,1605,222,259794,12148,9452,,,17.75982626,107.6965191,134.8848846,282.3825815,178.2372157,869.9411374,79.54477448,102.9698678,124.3988315,59.00575306,187.7819507,96.442324,869.1233103,525.0994055,270.3487259,304.030498,112.2019635,54.39216753,,2416,528,298,128,,869.796787,437.2398311,159.0262599,,912,128,1040,31333,4183,60,21,6,8,97.7,88,12,855.7,,,31333
07/05/2020,234769,36150,912,2725,94,1616,206,266444,12248,10033,,,17.75982626,108.0567082,138.3265008,290.4233058,179.2510793,890.6609374,81.2902711,102.9698678,124.3988315,59.00575306,188.8930865,97.60427972,889.4510384,537.789468,278.4831124,313.1737476,112.2019635,54.39216753,,2471,554,306,134,,890.4473844,449.1836787,162.515314,,752,101,853,32085,4284,55,26,8,6,96.6,93,12,836,,,32085
