Reported_Date,Region,Institution,Total_Active_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Resolved_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Positive_Released_Inmate_Cases_As_Of_Reported_Date
9/17/2020,Central,Milton-Vanier Centre For Women,,1,4
9/17/2020,Central,Hamilton Wentworth Det Centre,1,1,
9/17/2020,Eastern,Central East Correctional Centre,,1,2
9/17/2020,Central,Niagara Detention Centre,,1,1
9/17/2020,Western,Central North Correctional Centre,,1,1
9/17/2020,Northern,Kenora Jail,,2,
9/17/2020,Western,Ottawa Carleton Detention Centre,,1,1
9/17/2020,Western,South West Detention Center,1,1,
9/17/2020,Toronto,Toronto East Detention Centre,,1,
9/17/2020,Western,Elgin-Middlesex Det. Centre,,1,
9/20/2020,Northern,Monteith Correctional Centre,,1,
9/20/2020,Central,Maplehurst Correctional Complex,,6,3
9/20/2020,Central,Ontario Correctional Institute,,89,2
9/20/2020,Toronto,Toronto South Detention Centre,1,12,7
9/20/2020,Central,Milton-Vanier Centre For Women,,1,4
9/20/2020,Central,Hamilton Wentworth Det Centre,,1,1
9/20/2020,Eastern,Central East Correctional Centre,,1,2
9/20/2020,Central,Niagara Detention Centre,,1,1
9/20/2020,Western,Central North Correctional Centre,,1,1
9/20/2020,Northern,Kenora Jail,,2,
9/20/2020,Western,Ottawa Carleton Detention Centre,,1,1
9/20/2020,Western,South West Detention Center,1,1,
9/20/2020,Toronto,Toronto East Detention Centre,,1,
9/20/2020,Western,Elgin-Middlesex Det. Centre,,1,
9/21/2020,Northern,Monteith Correctional Centre,,1,
9/21/2020,Central,Maplehurst Correctional Complex,,6,3
9/21/2020,Central,Ontario Correctional Institute,,89,2
9/21/2020,Toronto,Toronto South Detention Centre,1,12,7
9/21/2020,Central,Milton-Vanier Centre For Women,,1,4
9/21/2020,Central,Hamilton Wentworth Det Centre,,1,1
9/21/2020,Eastern,Central East Correctional Centre,,1,2
9/21/2020,Central,Niagara Detention Centre,,1,1
9/21/2020,Western,Central North Correctional Centre,1,1,1
9/21/2020,Northern,Kenora Jail,,2,
9/21/2020,Western,Ottawa Carleton Detention Centre,,1,1
9/21/2020,Western,South West Detention Center,1,1,
9/21/2020,Toronto,Toronto East Detention Centre,,1,
9/21/2020,Western,Elgin-Middlesex Det. Centre,,1,
9/22/2020,Northern,Monteith Correctional Centre,,1,
9/22/2020,Central,Maplehurst Correctional Complex,,6,3
9/22/2020,Central,Ontario Correctional Institute,,89,2
9/22/2020,Toronto,Toronto South Detention Centre,,13,7
9/22/2020,Central,Milton-Vanier Centre For Women,,1,4
9/22/2020,Central,Hamilton Wentworth Det Centre,,1,1
9/22/2020,Eastern,Central East Correctional Centre,,1,2
9/22/2020,Central,Niagara Detention Centre,,1,1
9/22/2020,Western,Central North Correctional Centre,1,1,1
9/22/2020,Northern,Kenora Jail,,2,
9/22/2020,Western,Ottawa Carleton Detention Centre,,1,1
9/22/2020,Western,South West Detention Center,1,1,
9/22/2020,Toronto,Toronto East Detention Centre,,1,
9/22/2020,Western,Elgin-Middlesex Det. Centre,,1,
9/23/2020,Northern,Monteith Correctional Centre,,1,
9/23/2020,Central,Maplehurst Correctional Complex,,6,3
9/23/2020,Central,Ontario Correctional Institute,,89,2
9/23/2020,Toronto,Toronto South Detention Centre,,13,7
9/23/2020,Central,Milton-Vanier Centre For Women,,1,4
9/23/2020,Central,Hamilton Wentworth Det Centre,,1,1
9/23/2020,Eastern,Central East Correctional Centre,,1,2
9/23/2020,Central,Niagara Detention Centre,,1,1
9/23/2020,Western,Central North Correctional Centre,1,1,1
9/23/2020,Northern,Kenora Jail,,2,
9/23/2020,Western,Ottawa Carleton Detention Centre,,1,1
9/23/2020,Western,South West Detention Center,1,1,
9/23/2020,Toronto,Toronto East Detention Centre,,1,
9/23/2020,Western,Elgin-Middlesex Det. Centre,,1,
9/24/2020,Northern,Monteith Correctional Centre,,1,
9/24/2020,Central,Maplehurst Correctional Complex,,6,3
9/24/2020,Central,Ontario Correctional Institute,,89,2
9/24/2020,Toronto,Toronto South Detention Centre,,13,7
9/24/2020,Central,Milton-Vanier Centre For Women,,1,4
9/24/2020,Western,Elgin-Middlesex Det. Centre,,1,
9/24/2020,Central,Hamilton Wentworth Det Centre,,1,1
9/24/2020,Eastern,Central East Correctional Centre,,1,2
9/24/2020,Central,Niagara Detention Centre,,1,1
9/24/2020,Western,Central North Correctional Centre,1,1,1
9/24/2020,Northern,Kenora Jail,,2,
9/24/2020,Western,Ottawa Carleton Detention Centre,,1,1
9/24/2020,Western,South West Detention Center,1,1,
9/24/2020,Toronto,Toronto East Detention Centre,,1,
9/27/2020,Northern,Monteith Correctional Centre,,1,
9/27/2020,Central,Maplehurst Correctional Complex,,6,3
9/27/2020,Central,Ontario Correctional Institute,,89,2
9/27/2020,Toronto,Toronto South Detention Centre,1,13,7
9/27/2020,Central,Milton-Vanier Centre For Women,,1,4
9/27/2020,Western,Elgin-Middlesex Det. Centre,,1,
9/27/2020,Central,Hamilton Wentworth Det Centre,,1,1
9/27/2020,Eastern,Central East Correctional Centre,,1,2
9/27/2020,Central,Niagara Detention Centre,,1,1
9/27/2020,Western,Central North Correctional Centre,,2,1
9/27/2020,Northern,Kenora Jail,,2,
9/27/2020,Western,Ottawa Carleton Detention Centre,,1,1
9/27/2020,Western,South West Detention Center,,2,
9/27/2020,Toronto,Toronto East Detention Centre,,1,
9/28/2020,Northern,Monteith Correctional Centre,,1,
9/28/2020,Central,Maplehurst Correctional Complex,,6,3
9/28/2020,Central,Ontario Correctional Institute,,89,2
9/28/2020,Toronto,Toronto South Detention Centre,1,13,7
9/28/2020,Central,Milton-Vanier Centre For Women,,1,4
9/28/2020,Western,Elgin-Middlesex Det. Centre,,1,
9/28/2020,Central,Hamilton Wentworth Det Centre,,1,1
9/28/2020,Eastern,Central East Correctional Centre,,1,2
9/28/2020,Central,Niagara Detention Centre,,1,1
9/28/2020,Western,Central North Correctional Centre,,2,1
9/28/2020,Northern,Kenora Jail,,2,
9/28/2020,Western,Ottawa Carleton Detention Centre,,1,1
9/28/2020,Western,South West Detention Center,,2,
9/28/2020,Toronto,Toronto East Detention Centre,,1,
9/29/2020,Northern,Monteith Correctional Centre,,1,
9/29/2020,Central,Maplehurst Correctional Complex,,6,3
9/29/2020,Central,Ontario Correctional Institute,,89,2
9/29/2020,Toronto,Toronto South Detention Centre,1,13,7
9/29/2020,Central,Milton-Vanier Centre For Women,,1,4
9/29/2020,Western,Elgin-Middlesex Det. Centre,,1,
9/29/2020,Central,Hamilton Wentworth Det Centre,,1,1
9/29/2020,Eastern,Central East Correctional Centre,,1,2
9/29/2020,Central,Niagara Detention Centre,,1,1
9/29/2020,Western,Central North Correctional Centre,,2,1
9/29/2020,Northern,Kenora Jail,,2,
9/29/2020,Western,Ottawa Carleton Detention Centre,,1,1
9/29/2020,Western,South West Detention Center,,2,
9/29/2020,Toronto,Toronto East Detention Centre,,1,
9/30/2020,Northern,Monteith Correctional Centre,,1,
9/30/2020,Central,Maplehurst Correctional Complex,,6,3
9/30/2020,Central,Ontario Correctional Institute,,89,2
9/30/2020,Toronto,Toronto South Detention Centre,1,13,7
9/30/2020,Central,Milton-Vanier Centre For Women,,1,4
9/30/2020,Western,Elgin-Middlesex Det. Centre,,1,
9/30/2020,Central,Hamilton Wentworth Det Centre,,1,1
9/30/2020,Eastern,Central East Correctional Centre,,1,2
9/30/2020,Central,Niagara Detention Centre,,1,1
9/30/2020,Western,Central North Correctional Centre,,2,1
9/30/2020,Northern,Kenora Jail,,2,
9/30/2020,Western,Ottawa Carleton Detention Centre,,1,1
9/30/2020,Western,South West Detention Center,,2,
9/30/2020,Toronto,Toronto East Detention Centre,,1,
10/1/2020,Northern,Monteith Correctional Centre,,1,
10/1/2020,Central,Maplehurst Correctional Complex,,6,3
10/1/2020,Central,Ontario Correctional Institute,,89,2
10/1/2020,Toronto,Toronto South Detention Centre,1,13,7
10/1/2020,Central,Milton-Vanier Centre For Women,,1,4
10/1/2020,Western,Elgin-Middlesex Det. Centre,,1,
10/1/2020,Central,Hamilton Wentworth Det Centre,,1,1
10/1/2020,Eastern,Central East Correctional Centre,,1,2
10/1/2020,Central,Niagara Detention Centre,,1,1
10/1/2020,Western,Central North Correctional Centre,,2,1
10/1/2020,Northern,Kenora Jail,,2,
10/1/2020,Western,Ottawa Carleton Detention Centre,,1,1
10/1/2020,Western,South West Detention Center,,2,
10/1/2020,Toronto,Toronto East Detention Centre,,1,
10/4/2020,Northern,Monteith Correctional Centre,,1,
10/4/2020,Central,Maplehurst Correctional Complex,,6,3
10/4/2020,Central,Ontario Correctional Institute,,89,2
10/4/2020,Toronto,Toronto South Detention Centre,2,13,7
10/4/2020,Central,Milton-Vanier Centre For Women,,1,4
10/4/2020,Western,Elgin-Middlesex Det. Centre,,1,
10/4/2020,Central,Hamilton Wentworth Det Centre,,1,1
10/4/2020,Eastern,Central East Correctional Centre,,1,2
10/4/2020,Central,Niagara Detention Centre,,1,1
10/4/2020,Western,Central North Correctional Centre,,2,1
10/4/2020,Northern,Kenora Jail,,2,
10/4/2020,Western,Ottawa Carleton Detention Centre,,1,1
10/4/2020,Western,South West Detention Center,,2,
10/4/2020,Toronto,Toronto East Detention Centre,,1,
10/5/2020,Northern,Monteith Correctional Centre,,1,
10/5/2020,Central,Maplehurst Correctional Complex,,6,3
10/5/2020,Central,Ontario Correctional Institute,,89,2
10/5/2020,Toronto,Toronto South Detention Centre,2,13,7
10/5/2020,Central,Milton-Vanier Centre For Women,,1,4
10/5/2020,Western,Elgin-Middlesex Det. Centre,,1,
10/5/2020,Central,Hamilton Wentworth Det Centre,,1,1
10/5/2020,Eastern,Central East Correctional Centre,,1,2
10/5/2020,Central,Niagara Detention Centre,,1,1
10/5/2020,Western,Central North Correctional Centre,,2,1
10/5/2020,Northern,Kenora Jail,,2,
10/5/2020,Western,Ottawa Carleton Detention Centre,,1,1
10/5/2020,Western,South West Detention Center,,2,
10/5/2020,Toronto,Toronto East Detention Centre,,1,
10/6/2020,Northern,Monteith Correctional Centre,,1,
10/6/2020,Central,Maplehurst Correctional Complex,,6,3
10/6/2020,Central,Ontario Correctional Institute,,89,2
10/6/2020,Toronto,Toronto South Detention Centre,2,13,7
10/6/2020,Central,Milton-Vanier Centre For Women,,1,4
10/6/2020,Western,Elgin-Middlesex Det. Centre,,1,
10/6/2020,Central,Hamilton Wentworth Det Centre,,1,1
10/6/2020,Eastern,Central East Correctional Centre,,1,2
10/6/2020,Central,Niagara Detention Centre,,1,1
10/6/2020,Western,Central North Correctional Centre,,2,1
10/6/2020,Northern,Kenora Jail,,2,
10/6/2020,Western,Ottawa Carleton Detention Centre,,1,1
10/6/2020,Western,South West Detention Center,,2,
10/6/2020,Toronto,Toronto East Detention Centre,,1,
10/7/2020,Northern,Monteith Correctional Centre,,1,
10/7/2020,Central,Maplehurst Correctional Complex,,6,3
10/7/2020,Central,Ontario Correctional Institute,,89,2
10/7/2020,Toronto,Toronto South Detention Centre,1,14,7
10/7/2020,Central,Milton-Vanier Centre For Women,,1,4
10/7/2020,Western,Elgin-Middlesex Det. Centre,,1,
10/7/2020,Central,Hamilton Wentworth Det Centre,,1,1
10/7/2020,Eastern,Central East Correctional Centre,,1,2
10/7/2020,Central,Niagara Detention Centre,,1,1
10/7/2020,Western,Central North Correctional Centre,,2,1
10/7/2020,Northern,Kenora Jail,,2,
10/7/2020,Western,Ottawa Carleton Detention Centre,,1,1
10/7/2020,Western,South West Detention Center,,2,
10/7/2020,Toronto,Toronto East Detention Centre,,1,
10/8/2020,Northern,Monteith Correctional Centre,,1,
10/8/2020,Central,Maplehurst Correctional Complex,,6,3
10/8/2020,Central,Ontario Correctional Institute,,89,2
10/8/2020,Toronto,Toronto South Detention Centre,,15,7
10/8/2020,Central,Milton-Vanier Centre For Women,,1,4
10/8/2020,Western,Elgin-Middlesex Det. Centre,,1,
10/8/2020,Central,Hamilton Wentworth Det Centre,,1,1
10/8/2020,Eastern,Central East Correctional Centre,,1,2
10/8/2020,Central,Niagara Detention Centre,,1,1
10/8/2020,Western,Central North Correctional Centre,,2,1
10/8/2020,Northern,Kenora Jail,,2,
10/8/2020,Western,Ottawa Carleton Detention Centre,,1,1
10/8/2020,Western,South West Detention Center,,2,
10/8/2020,Toronto,Toronto East Detention Centre,,1,
10/12/2020,Northern,Monteith Correctional Centre,,1,
10/12/2020,Central,Maplehurst Correctional Complex,,6,3
10/12/2020,Central,Ontario Correctional Institute,,89,2
10/12/2020,Toronto,Toronto South Detention Centre,,14,8
10/12/2020,Central,Milton-Vanier Centre For Women,1,1,4
10/12/2020,Western,Elgin-Middlesex Det. Centre,,1,
10/12/2020,Central,Hamilton Wentworth Det Centre,,1,1
10/12/2020,Eastern,Central East Correctional Centre,,1,2
10/12/2020,Central,Niagara Detention Centre,,1,1
10/12/2020,Western,Central North Correctional Centre,,2,1
10/12/2020,Northern,Kenora Jail,,2,
10/12/2020,Western,Ottawa Carleton Detention Centre,,1,1
10/12/2020,Western,South West Detention Center,,2,
10/12/2020,Toronto,Toronto East Detention Centre,,1,
10/13/2020,Northern,Monteith Correctional Centre,,1,
10/13/2020,Central,Maplehurst Correctional Complex,,6,3
10/13/2020,Central,Ontario Correctional Institute,,89,2
10/13/2020,Toronto,Toronto South Detention Centre,,14,8
10/13/2020,Central,Milton-Vanier Centre For Women,1,1,4
10/13/2020,Western,Elgin-Middlesex Det. Centre,,1,
10/13/2020,Central,Hamilton Wentworth Det Centre,,1,1
10/13/2020,Eastern,Central East Correctional Centre,,1,2
10/13/2020,Central,Niagara Detention Centre,,1,1
10/13/2020,Western,Central North Correctional Centre,,2,1
10/13/2020,Northern,Kenora Jail,,2,
10/13/2020,Western,Ottawa Carleton Detention Centre,,1,1
10/13/2020,Western,South West Detention Center,,2,
10/13/2020,Toronto,Toronto East Detention Centre,,1,
10/14/2020,Northern,Monteith Correctional Centre,,1,
10/14/2020,Central,Maplehurst Correctional Complex,,6,3
10/14/2020,Central,Ontario Correctional Institute,,89,2
10/14/2020,Toronto,Toronto South Detention Centre,1,14,8
10/14/2020,Central,Milton-Vanier Centre For Women,1,1,4
10/14/2020,Western,Elgin-Middlesex Det. Centre,,1,
10/14/2020,Central,Hamilton Wentworth Det Centre,,1,1
10/14/2020,Eastern,Central East Correctional Centre,,1,2
10/14/2020,Central,Niagara Detention Centre,,1,1
10/14/2020,Western,Central North Correctional Centre,,2,1
10/14/2020,Northern,Kenora Jail,,2,
10/14/2020,Western,Ottawa Carleton Detention Centre,,1,1
10/14/2020,Western,South West Detention Center,,2,
10/14/2020,Toronto,Toronto East Detention Centre,,1,
10/15/2020,Northern,Monteith Correctional Centre,,1,
10/15/2020,Central,Maplehurst Correctional Complex,,6,3
10/15/2020,Central,Ontario Correctional Institute,,89,2
10/15/2020,Toronto,Toronto South Detention Centre,1,14,8
10/15/2020,Central,Milton-Vanier Centre For Women,1,1,4
10/15/2020,Western,Elgin-Middlesex Det. Centre,,1,
10/15/2020,Central,Hamilton Wentworth Det Centre,,1,1
10/15/2020,Eastern,Central East Correctional Centre,,1,2
10/15/2020,Central,Niagara Detention Centre,,1,1
10/15/2020,Western,Central North Correctional Centre,,2,1
10/15/2020,Northern,Kenora Jail,,2,
10/15/2020,Western,Ottawa Carleton Detention Centre,,1,1
10/15/2020,Western,South West Detention Center,,2,
10/15/2020,Toronto,Toronto East Detention Centre,,1,
10/18/2020,Northern,Monteith Correctional Centre,,1,
10/18/2020,Central,Maplehurst Correctional Complex,1,6,3
10/18/2020,Central,Ontario Correctional Institute,,89,2
10/18/2020,Toronto,Toronto South Detention Centre,1,14,8
10/18/2020,Central,Milton-Vanier Centre For Women,1,1,4
10/18/2020,Western,Elgin-Middlesex Det. Centre,,1,
10/18/2020,Central,Hamilton Wentworth Det Centre,,1,1
10/18/2020,Eastern,Central East Correctional Centre,,1,2
10/18/2020,Central,Niagara Detention Centre,,1,1
10/18/2020,Western,Central North Correctional Centre,,2,1
10/18/2020,Northern,Kenora Jail,,2,
10/18/2020,Western,Ottawa Carleton Detention Centre,,1,1
10/18/2020,Western,South West Detention Center,,2,
10/18/2020,Toronto,Toronto East Detention Centre,,1,
10/18/2020,Northern,Algoma Treatment and Remand Centre,1,,
10/19/2020,Northern,Monteith Correctional Centre,,1,
10/19/2020,Central,Maplehurst Correctional Complex,1,6,3
10/19/2020,Central,Ontario Correctional Institute,,89,2
10/19/2020,Toronto,Toronto South Detention Centre,1,14,8
10/19/2020,Central,Milton-Vanier Centre For Women,1,1,4
10/19/2020,Western,Elgin-Middlesex Det. Centre,,1,
10/19/2020,Central,Hamilton Wentworth Det Centre,,1,1
10/19/2020,Eastern,Central East Correctional Centre,,1,2
10/19/2020,Central,Niagara Detention Centre,,1,1
10/19/2020,Western,Central North Correctional Centre,,2,1
10/19/2020,Northern,Kenora Jail,,2,
10/19/2020,Western,Ottawa Carleton Detention Centre,,1,1
10/19/2020,Western,South West Detention Center,,2,
10/19/2020,Toronto,Toronto East Detention Centre,,1,
10/19/2020,Northern,Algoma Treatment and Remand Centre,1,,
10/20/2020,Northern,Monteith Correctional Centre,,1,
10/20/2020,Central,Maplehurst Correctional Complex,1,6,3
10/20/2020,Central,Ontario Correctional Institute,,89,2
10/20/2020,Toronto,Toronto South Detention Centre,1,14,8
10/20/2020,Central,Milton-Vanier Centre For Women,,2,4
10/20/2020,Western,Elgin-Middlesex Det. Centre,1,1,
10/20/2020,Central,Hamilton Wentworth Det Centre,,1,1
10/20/2020,Eastern,Central East Correctional Centre,,1,2
10/20/2020,Central,Niagara Detention Centre,,1,1
10/20/2020,Western,Central North Correctional Centre,,2,1
10/20/2020,Northern,Kenora Jail,,2,
10/20/2020,Western,Ottawa Carleton Detention Centre,,1,1
10/20/2020,Western,South West Detention Center,,2,
10/20/2020,Toronto,Toronto East Detention Centre,,1,
10/20/2020,Northern,Algoma Treatment and Remand Centre,1,,
