Timestamp,Site,Cyclists-Northbound,Cyclists-Southbound,Cyclists-Eastbound,Cyclists-Westbound,Cyclists-Total,Pedestrians-Northbound,Pedestrians-Southbound,Pedestrians-Eastbound,Pedestrians-Westbound,Pedestrians-Total,All-Northbound,All-Southbound,All-Eastbound,All-Westbound,All-Total,Location
05/12/2020 01:45:00 PM,B - Churchill & E of Eccles S,,,0,0,0,,,2,7,9,,,2,7,9,POINT (-97.116 49.8636)
05/15/2020 08:30:00 AM,B - Egerton & N of Clonard,0,0,,,0,2,5,,,7,2,5,,,7,POINT (-97.1 49.8666)
05/06/2020 01:15:00 PM,C - Kildonan & N of Helmsdale,1,6,,,7,2,4,,,6,3,10,,,13,POINT (-97.1088 49.930400000000006)
05/05/2020 07:15:00 PM,C - St. Cross & N of Anderson,8,7,,,15,6,9,,,15,14,16,,,30,POINT (-97.123 49.9202)
05/15/2020 03:30:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/12/2020 06:30:00 PM,C - Kilkenny & N of Burgess,19,12,,,31,3,0,,,3,22,12,,,34,POINT (-97.1394 49.7851)
05/12/2020 04:30:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
04/30/2020 01:15:00 PM,B - Lyndale & S of Highfield,10,6,,,16,12,12,,,24,22,18,,,40,POINT (-97.135257 49.875265)
05/15/2020 07:15:00 AM,B - Egerton & N of Clonard,1,1,,,2,1,1,,,2,2,2,,,4,POINT (-97.1 49.8666)
04/30/2020 03:15:00 AM,B - Wellington & W of Oak,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.18031 49.876514)
04/30/2020 01:15:00 AM,B - Wellington & W of Oak,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.18031 49.876514)
04/30/2020 06:30:00 AM,B - Wellington & W of Oak,,,3,7,10,,,5,4,9,,,8,11,19,POINT (-97.18031 49.876514)
05/12/2020 04:00:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
04/29/2020 10:30:00 PM,B - Wellington & W of Oak,,,6,2,8,,,2,5,7,,,8,7,15,POINT (-97.18031 49.876514)
05/06/2020 07:30:00 PM,A - Kildonan & N of Irving,9,2,,,11,6,10,,,16,15,12,,,27,POINT (-97.0941 49.9444)
04/29/2020 09:00:00 PM,B - Wellington & W of Oak,,,22,14,36,,,20,20,40,,,42,34,76,POINT (-97.18031 49.876514)
05/14/2020 08:45:00 PM,A - Egerton & N of Vivian,2,3,,,5,1,2,,,3,3,5,,,8,POINT (-97.104 49.8706)
04/30/2020 06:45:00 PM,C - Lyndale & W of Gauvin,4,9,,,13,27,19,,,46,31,28,,,59,POINT (-97.118064 49.872058)
05/06/2020 05:45:00 PM,C - Kildonan & N of Helmsdale,1,3,,,4,5,5,,,10,6,8,,,14,POINT (-97.1088 49.930400000000006)
05/12/2020 12:45:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
05/14/2020 06:30:00 PM,B - Assiniboine & E of Rouge,,,3,5,8,,,5,2,7,,,8,7,15,POINT (-97.3003 49.8657)
05/14/2020 12:15:00 PM,B - Assiniboine & E of Rouge,,,0,0,0,,,3,1,4,,,3,1,4,POINT (-97.3003 49.8657)
05/15/2020 12:00:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/06/2020 11:15:00 AM,C - Kildonan & N of Helmsdale,0,2,,,2,3,5,,,8,3,7,,,10,POINT (-97.1088 49.930400000000006)
05/12/2020 06:30:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,3,2,,,5,3,2,,,5,POINT (-97.1367 49.7926)
05/12/2020 06:45:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,1,2,,,3,1,2,,,3,POINT (-97.1367 49.7926)
04/29/2020 10:45:00 PM,B - Wellington & W of Oak,,,9,2,11,,,2,2,4,,,11,4,15,POINT (-97.18031 49.876514)
05/06/2020 07:15:00 AM,B - Scotia & N of Seven Oaks,1,0,,,1,1,3,,,4,2,3,,,5,POINT (-97.1135 49.9313)
04/30/2020 04:30:00 AM,B - Wellington & W of Oak,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.18031 49.876514)
05/12/2020 03:15:00 PM,B - Churchill & E of Eccles S,,,6,4,10,,,6,13,19,,,12,17,29,POINT (-97.116 49.8636)
05/12/2020 09:45:00 PM,B - Churchill & E of Eccles S,,,0,0,0,,,1,4,5,,,1,4,5,POINT (-97.116 49.8636)
05/05/2020 01:45:00 PM,B - Wolseley & E of Garfield,,,3,12,15,,,10,16,26,,,13,28,41,POINT (-97.177 49.8796)
04/30/2020 08:15:00 AM,B - Wellington & W of Oak,,,4,9,13,,,19,7,26,,,23,16,39,POINT (-97.18031 49.876514)
05/12/2020 05:15:00 PM,B - Kilkenny & N of Prestwood,4,10,,,14,4,5,,,9,8,15,,,23,POINT (-97.1367 49.7926)
05/14/2020 11:00:00 PM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/15/2020 12:45:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/06/2020 07:45:00 PM,C - Kildonan & N of Helmsdale,6,4,,,10,10,8,,,18,16,12,,,28,POINT (-97.1088 49.930400000000006)
05/12/2020 08:30:00 PM,B - Churchill & E of Eccles S,,,0,3,3,,,7,10,17,,,7,13,20,POINT (-97.116 49.8636)
05/14/2020 08:00:00 PM,B - Egerton & N of Clonard,3,2,,,5,2,6,,,8,5,8,,,13,POINT (-97.1 49.8666)
05/05/2020 05:15:00 PM,B - Scotia & N of Seven Oaks,4,9,,,13,4,12,,,16,8,21,,,29,POINT (-97.1135 49.9313)
05/05/2020 05:30:00 PM,A - Wolseley & E of Raglan,,,35,11,46,,,17,30,47,,,52,41,93,POINT (-97.1906 49.8793)
05/05/2020 12:45:00 PM,B - Scotia & N of Seven Oaks,7,2,,,9,1,1,,,2,8,3,,,11,POINT (-97.1135 49.9313)
04/30/2020 09:30:00 PM,B - Lyndale & S of Highfield,3,3,,,6,3,4,,,7,6,7,,,13,POINT (-97.135257 49.875265)
04/30/2020 07:45:00 PM,B - Lyndale & S of Highfield,2,6,,,8,21,12,,,33,23,18,,,41,POINT (-97.135257 49.875265)
05/12/2020 01:15:00 PM,B - Kilkenny & N of Prestwood,3,2,,,5,2,5,,,7,5,7,,,12,POINT (-97.1367 49.7926)
05/06/2020 11:30:00 AM,B - Scotia & N of Seven Oaks,4,8,,,12,4,4,,,8,8,12,,,20,POINT (-97.1135 49.9313)
04/29/2020 05:45:00 PM,A - Wellington & E of Academy,,,59,33,92,,,17,12,29,,,76,45,121,POINT (-97.206389 49.87613)
04/30/2020 02:45:00 AM,B - Wellington & W of Oak,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.18031 49.876514)
05/12/2020 06:45:00 AM,B - Churchill & E of Eccles S,,,1,0,1,,,4,5,9,,,5,5,10,POINT (-97.116 49.8636)
04/30/2020 08:00:00 AM,B - Wellington & W of Oak,,,6,3,9,,,10,20,30,,,16,23,39,POINT (-97.18031 49.876514)
05/05/2020 08:45:00 PM,B - Wolseley & E of Garfield,,,9,4,13,,,19,14,33,,,28,18,46,POINT (-97.177 49.8796)
04/29/2020 01:30:00 PM,B - Wellington & W of Oak,,,31,46,77,,,17,25,42,,,48,71,119,POINT (-97.18031 49.876514)
05/12/2020 05:15:00 PM,B - Churchill & E of Eccles S,,,2,7,9,,,7,8,15,,,9,15,24,POINT (-97.116 49.8636)
05/12/2020 04:15:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
05/15/2020 04:00:00 AM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/05/2020 04:30:00 PM,B - Scotia & N of Seven Oaks,14,19,,,33,10,5,,,15,24,24,,,48,POINT (-97.1135 49.9313)
05/14/2020 07:45:00 PM,B - Assiniboine & E of Rouge,,,4,2,6,,,7,4,11,,,11,6,17,POINT (-97.3003 49.8657)
05/06/2020 12:15:00 PM,C - Kildonan & N of Helmsdale,1,0,,,1,5,7,,,12,6,7,,,13,POINT (-97.1088 49.930400000000006)
04/29/2020 01:45:00 PM,B - Wellington & W of Oak,,,47,49,96,,,37,35,72,,,84,84,168,POINT (-97.18031 49.876514)
05/12/2020 07:15:00 PM,C - Churchill & E of Hay,,,5,10,15,,,8,15,23,,,13,25,38,POINT (-97.1274 49.8692)
05/12/2020 08:15:00 PM,A - Churchill & E of Cockburn S,,,3,0,3,,,5,1,6,,,8,1,9,POINT (-97.13960000000002 49.8558)
05/12/2020 11:45:00 PM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
05/12/2020 12:45:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
05/06/2020 03:45:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1088 49.930400000000006)
04/29/2020 09:45:00 AM,B - Wellington & W of Oak,,,7,12,19,,,22,11,33,,,29,23,52,POINT (-97.18031 49.876514)
05/15/2020 07:00:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,4,3,7,,,4,3,7,POINT (-97.3003 49.8657)
05/06/2020 02:15:00 PM,C - Kildonan & N of Helmsdale,3,1,,,4,7,5,,,12,10,6,,,16,POINT (-97.1088 49.930400000000006)
05/12/2020 09:15:00 AM,B - Churchill & E of Eccles S,,,0,1,1,,,1,3,4,,,1,4,5,POINT (-97.116 49.8636)
04/30/2020 06:30:00 PM,C - Lyndale & W of Gauvin,10,3,,,13,6,9,,,15,16,12,,,28,POINT (-97.118064 49.872058)
05/14/2020 04:00:00 PM,B - Assiniboine & E of Rouge,,,1,0,1,,,3,5,8,,,4,5,9,POINT (-97.3003 49.8657)
05/05/2020 05:00:00 PM,B - Scotia & N of Seven Oaks,11,13,,,24,5,10,,,15,16,23,,,39,POINT (-97.1135 49.9313)
05/01/2020 07:00:00 AM,B - Lyndale & S of Highfield,0,1,,,1,2,0,,,2,2,1,,,3,POINT (-97.135257 49.875265)
05/06/2020 12:30:00 PM,C - Kildonan & N of Helmsdale,0,2,,,2,4,2,,,6,4,4,,,8,POINT (-97.1088 49.930400000000006)
04/30/2020 08:15:00 PM,B - Lyndale & S of Highfield,8,10,,,18,9,13,,,22,17,23,,,40,POINT (-97.135257 49.875265)
05/01/2020 12:00:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.135257 49.875265)
05/15/2020 04:15:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/05/2020 06:15:00 PM,B - Wolseley & E of Garfield,,,14,21,35,,,15,18,33,,,29,39,68,POINT (-97.177 49.8796)
05/14/2020 05:15:00 PM,B - Assiniboine & E of Rouge,,,0,0,0,,,3,3,6,,,3,3,6,POINT (-97.3003 49.8657)
05/06/2020 08:30:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,1,0,,,1,1,0,,,1,POINT (-97.1088 49.930400000000006)
05/14/2020 03:15:00 PM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,2,2,,,0,2,2,POINT (-97.3003 49.8657)
05/05/2020 06:00:00 PM,B - Wolseley & E of Garfield,,,16,14,30,,,19,25,44,,,35,39,74,POINT (-97.177 49.8796)
05/12/2020 10:45:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,1,,,1,0,1,,,1,POINT (-97.1367 49.7926)
05/06/2020 01:15:00 AM,B - Wolseley & E of Garfield,,,0,0,0,,,1,0,1,,,1,0,1,POINT (-97.177 49.8796)
05/12/2020 09:00:00 PM,B - Churchill & E of Eccles S,,,1,0,1,,,9,6,15,,,10,6,16,POINT (-97.116 49.8636)
05/06/2020 12:00:00 PM,C - Kildonan & N of Helmsdale,3,2,,,5,2,2,,,4,5,4,,,9,POINT (-97.1088 49.930400000000006)
04/29/2020 06:15:00 PM,A - Wellington & E of Academy,,,33,40,73,,,14,13,27,,,47,53,100,POINT (-97.206389 49.87613)
05/12/2020 10:00:00 PM,B - Churchill & E of Eccles S,,,0,0,0,,,2,0,2,,,2,0,2,POINT (-97.116 49.8636)
05/12/2020 12:00:00 PM,B - Kilkenny & N of Prestwood,0,1,,,1,4,0,,,4,4,1,,,5,POINT (-97.1367 49.7926)
05/12/2020 04:30:00 AM,B - Churchill & E of Eccles S,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.116 49.8636)
05/12/2020 12:45:00 PM,B - Kilkenny & N of Prestwood,4,2,,,6,7,3,,,10,11,5,,,16,POINT (-97.1367 49.7926)
05/15/2020 09:15:00 AM,B - Egerton & N of Clonard,1,0,,,1,0,4,,,4,1,4,,,5,POINT (-97.1 49.8666)
05/06/2020 07:30:00 PM,B - Kildonan & N of Mossdale,8,3,,,11,18,10,,,28,26,13,,,39,POINT (-97.1066 49.9369)
05/06/2020 04:45:00 PM,C - Kildonan & N of Helmsdale,5,5,,,10,15,9,,,24,20,14,,,34,POINT (-97.1088 49.930400000000006)
05/06/2020 12:30:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1088 49.930400000000006)
05/06/2020 06:45:00 PM,B - Kildonan & N of Mossdale,7,9,,,16,19,17,,,36,26,26,,,52,POINT (-97.1066 49.9369)
05/05/2020 01:00:00 PM,B - Scotia & N of Seven Oaks,3,0,,,3,5,6,,,11,8,6,,,14,POINT (-97.1135 49.9313)
04/30/2020 08:45:00 AM,B - Wellington & W of Oak,,,5,5,10,,,11,11,22,,,16,16,32,POINT (-97.18031 49.876514)
05/05/2020 03:30:00 PM,B - Scotia & N of Seven Oaks,8,11,,,19,9,6,,,15,17,17,,,34,POINT (-97.1135 49.9313)
05/06/2020 12:00:00 PM,B - Scotia & N of Seven Oaks,7,2,,,9,6,0,,,6,13,2,,,15,POINT (-97.1135 49.9313)
05/06/2020 09:15:00 AM,C - Kildonan & N of Helmsdale,1,0,,,1,5,3,,,8,6,3,,,9,POINT (-97.1088 49.930400000000006)
05/06/2020 01:00:00 AM,B - Wolseley & E of Garfield,,,1,0,1,,,1,0,1,,,2,0,2,POINT (-97.177 49.8796)
04/30/2020 06:00:00 PM,B - Lyndale & S of Highfield,7,8,,,15,12,14,,,26,19,22,,,41,POINT (-97.135257 49.875265)
05/05/2020 03:15:00 PM,B - Scotia & N of Seven Oaks,22,4,,,26,1,8,,,9,23,12,,,35,POINT (-97.1135 49.9313)
05/12/2020 03:30:00 PM,B - Churchill & E of Eccles S,,,7,4,11,,,13,4,17,,,20,8,28,POINT (-97.116 49.8636)
05/12/2020 07:45:00 PM,C - Kilkenny & N of Burgess,9,3,,,12,4,2,,,6,13,5,,,18,POINT (-97.1394 49.7851)
05/12/2020 12:30:00 PM,B - Kilkenny & N of Prestwood,0,8,,,8,3,2,,,5,3,10,,,13,POINT (-97.1367 49.7926)
05/06/2020 06:00:00 PM,A - Kildonan & N of Irving,0,0,,,0,4,6,,,10,4,6,,,10,POINT (-97.0941 49.9444)
05/14/2020 05:30:00 PM,B - Assiniboine & E of Rouge,,,0,2,2,,,0,7,7,,,0,9,9,POINT (-97.3003 49.8657)
05/01/2020 04:30:00 AM,B - Lyndale & S of Highfield,0,0,,,0,0,1,,,1,0,1,,,1,POINT (-97.135257 49.875265)
05/06/2020 06:30:00 PM,C - Kildonan & N of Helmsdale,2,10,,,12,12,8,,,20,14,18,,,32,POINT (-97.1088 49.930400000000006)
04/29/2020 06:15:00 PM,C - Wellington & W of Maryland Bridge,,,46,33,79,,,17,26,43,,,63,59,122,POINT (-97.164136 49.877286000000005)
04/30/2020 03:00:00 PM,B - Lyndale & S of Highfield,2,3,,,5,5,6,,,11,7,9,,,16,POINT (-97.135257 49.875265)
05/06/2020 11:30:00 PM,C - Kildonan & N of Helmsdale,0,0,,,0,1,0,,,1,1,0,,,1,POINT (-97.1088 49.930400000000006)
04/30/2020 03:30:00 AM,B - Wellington & W of Oak,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.18031 49.876514)
05/15/2020 05:45:00 AM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,2,2,,,0,2,2,POINT (-97.3003 49.8657)
05/06/2020 08:15:00 PM,C - Kildonan & N of Helmsdale,1,1,,,2,4,12,,,16,5,13,,,18,POINT (-97.1088 49.930400000000006)
05/15/2020 05:30:00 AM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/15/2020 11:30:00 AM,B - Egerton & N of Clonard,0,2,,,2,1,0,,,1,1,2,,,3,POINT (-97.1 49.8666)
05/12/2020 06:45:00 PM,B - Churchill & E of Eccles S,,,9,2,11,,,9,12,21,,,18,14,32,POINT (-97.116 49.8636)
05/14/2020 07:30:00 PM,C - Egerton & N of Bank,0,0,,,0,10,6,,,16,10,6,,,16,POINT (-97.0984 49.8622)
05/12/2020 09:15:00 PM,B - Kilkenny & N of Prestwood,3,0,,,3,5,1,,,6,8,1,,,9,POINT (-97.1367 49.7926)
05/06/2020 11:45:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,6,2,,,8,6,2,,,8,POINT (-97.1088 49.930400000000006)
05/05/2020 11:30:00 AM,B - Wolseley & E of Garfield,,,6,6,12,,,18,20,38,,,24,26,50,POINT (-97.177 49.8796)
05/14/2020 11:15:00 PM,B - Assiniboine & E of Rouge,,,0,0,0,,,0,0,0,,,0,0,0,POINT (-97.3003 49.8657)
05/14/2020 10:30:00 PM,B - Assiniboine & E of Rouge,,,0,0,0,,,2,0,2,,,2,0,2,POINT (-97.3003 49.8657)
05/12/2020 07:30:00 PM,C - Kilkenny & N of Burgess,11,3,,,14,7,11,,,18,18,14,,,32,POINT (-97.1394 49.7851)
05/06/2020 06:15:00 PM,C - Kildonan & N of Helmsdale,4,2,,,6,10,10,,,20,14,12,,,26,POINT (-97.1088 49.930400000000006)
04/30/2020 12:00:00 PM,B - Lyndale & S of Highfield,3,0,,,3,5,7,,,12,8,7,,,15,POINT (-97.135257 49.875265)
05/06/2020 09:30:00 AM,B - Scotia & N of Seven Oaks,2,1,,,3,5,1,,,6,7,2,,,9,POINT (-97.1135 49.9313)
05/12/2020 02:15:00 PM,B - Kilkenny & N of Prestwood,2,2,,,4,6,2,,,8,8,4,,,12,POINT (-97.1367 49.7926)
05/06/2020 01:30:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,2,0,,,2,2,0,,,2,POINT (-97.1135 49.9313)
05/12/2020 07:45:00 PM,B - Kilkenny & N of Prestwood,13,5,,,18,14,9,,,23,27,14,,,41,POINT (-97.1367 49.7926)
05/06/2020 04:30:00 AM,C - Kildonan & N of Helmsdale,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1088 49.930400000000006)
05/12/2020 03:45:00 AM,B - Kilkenny & N of Prestwood,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1367 49.7926)
04/29/2020 04:00:00 PM,B - Wellington & W of Oak,,,52,68,120,,,43,45,88,,,95,113,208,POINT (-97.18031 49.876514)
04/29/2020 09:15:00 PM,B - Wellington & W of Oak,,,9,1,10,,,20,9,29,,,29,10,39,POINT (-97.18031 49.876514)
04/30/2020 06:45:00 PM,B - Lyndale & S of Highfield,9,10,,,19,10,8,,,18,19,18,,,37,POINT (-97.135257 49.875265)
04/30/2020 03:45:00 PM,B - Lyndale & S of Highfield,1,10,,,11,7,11,,,18,8,21,,,29,POINT (-97.135257 49.875265)
05/06/2020 01:15:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1135 49.9313)
05/15/2020 07:45:00 AM,B - Egerton & N of Clonard,0,0,,,0,2,3,,,5,2,3,,,5,POINT (-97.1 49.8666)
05/05/2020 06:30:00 PM,B - Scotia & N of Seven Oaks,16,9,,,25,2,11,,,13,18,20,,,38,POINT (-97.1135 49.9313)
05/12/2020 08:15:00 PM,B - Churchill & E of Eccles S,,,3,7,10,,,8,10,18,,,11,17,28,POINT (-97.116 49.8636)
04/29/2020 11:45:00 AM,B - Wellington & W of Oak,,,13,23,36,,,32,22,54,,,45,45,90,POINT (-97.18031 49.876514)
05/01/2020 05:45:00 AM,B - Lyndale & S of Highfield,0,0,,,0,1,2,,,3,1,2,,,3,POINT (-97.135257 49.875265)
05/12/2020 09:00:00 AM,B - Churchill & E of Eccles S,,,0,1,1,,,4,2,6,,,4,3,7,POINT (-97.116 49.8636)
05/14/2020 12:00:00 PM,B - Assiniboine & E of Rouge,,,0,0,0,,,4,4,8,,,4,4,8,POINT (-97.3003 49.8657)
04/29/2020 06:00:00 PM,A - Wellington & E of Academy,,,57,43,100,,,7,16,23,,,64,59,123,POINT (-97.206389 49.87613)
04/30/2020 10:15:00 AM,B - Lyndale & S of Highfield,2,0,,,2,12,7,,,19,14,7,,,21,POINT (-97.135257 49.875265)
04/30/2020 07:45:00 AM,B - Wellington & W of Oak,,,9,5,14,,,10,8,18,,,19,13,32,POINT (-97.18031 49.876514)
05/12/2020 02:15:00 PM,B - Churchill & E of Eccles S,,,5,7,12,,,5,6,11,,,10,13,23,POINT (-97.116 49.8636)
04/30/2020 11:30:00 AM,B - Lyndale & S of Highfield,6,1,,,7,13,9,,,22,19,10,,,29,POINT (-97.135257 49.875265)
04/30/2020 04:15:00 AM,B - Wellington & W of Oak,,,1,0,1,,,0,0,0,,,1,0,1,POINT (-97.18031 49.876514)
04/30/2020 09:15:00 PM,B - Lyndale & S of Highfield,0,0,,,0,6,7,,,13,6,7,,,13,POINT (-97.135257 49.875265)
05/12/2020 11:15:00 AM,B - Kilkenny & N of Prestwood,2,3,,,5,1,3,,,4,3,6,,,9,POINT (-97.1367 49.7926)
05/14/2020 10:45:00 AM,B - Assiniboine & E of Rouge,,,0,1,1,,,0,5,5,,,0,6,6,POINT (-97.3003 49.8657)
04/29/2020 11:15:00 PM,B - Wellington & W of Oak,,,3,1,4,,,2,3,5,,,5,4,9,POINT (-97.18031 49.876514)
05/06/2020 05:15:00 AM,B - Scotia & N of Seven Oaks,1,0,,,1,1,0,,,1,2,0,,,2,POINT (-97.1135 49.9313)
05/12/2020 07:30:00 PM,B - Kilkenny & N of Prestwood,10,2,,,12,9,5,,,14,19,7,,,26,POINT (-97.1367 49.7926)
05/15/2020 06:30:00 AM,B - Egerton & N of Clonard,0,0,,,0,1,0,,,1,1,0,,,1,POINT (-97.1 49.8666)
05/05/2020 07:45:00 PM,B - Wolseley & E of Garfield,,,12,15,27,,,25,21,46,,,37,36,73,POINT (-97.177 49.8796)
05/05/2020 05:15:00 PM,A - Wolseley & E of Raglan,,,17,18,35,,,21,28,49,,,38,46,84,POINT (-97.1906 49.8793)
05/12/2020 08:15:00 PM,B - Kilkenny & N of Prestwood,3,4,,,7,5,2,,,7,8,6,,,14,POINT (-97.1367 49.7926)
05/05/2020 11:45:00 AM,B - Wolseley & E of Garfield,,,7,6,13,,,17,10,27,,,24,16,40,POINT (-97.177 49.8796)
05/06/2020 06:00:00 AM,C - Kildonan & N of Helmsdale,0,1,,,1,1,2,,,3,1,3,,,4,POINT (-97.1088 49.930400000000006)
05/06/2020 07:00:00 AM,B - Scotia & N of Seven Oaks,0,1,,,1,5,1,,,6,5,2,,,7,POINT (-97.1135 49.9313)
05/12/2020 04:45:00 PM,B - Churchill & E of Eccles S,,,8,5,13,,,14,22,36,,,22,27,49,POINT (-97.116 49.8636)
05/14/2020 07:15:00 PM,C - Assiniboine & W of Westwood,,,1,0,1,,,0,4,4,,,1,4,5,POINT (-97.2922 49.8654)
05/14/2020 09:45:00 PM,B - Egerton & N of Clonard,0,0,,,0,0,4,,,4,0,4,,,4,POINT (-97.1 49.8666)
05/12/2020 07:15:00 PM,C - Kilkenny & N of Burgess,3,5,,,8,4,2,,,6,7,7,,,14,POINT (-97.1394 49.7851)
05/12/2020 12:15:00 PM,B - Churchill & E of Eccles S,,,0,2,2,,,7,11,18,,,7,13,20,POINT (-97.116 49.8636)
04/29/2020 02:00:00 PM,B - Wellington & W of Oak,,,59,43,102,,,30,32,62,,,89,75,164,POINT (-97.18031 49.876514)
04/30/2020 07:15:00 PM,A - Lyndale & S of Cromwell,5,6,,,11,10,4,,,14,15,10,,,25,POINT (-97.130648 49.88053200000001)
05/12/2020 06:30:00 PM,A - Kings & S of Kings Park Entrance,12,10,,,22,2,3,,,5,14,13,,,27,POINT (-97.1295 49.7989)
04/30/2020 10:15:00 PM,B - Lyndale & S of Highfield,2,0,,,2,0,1,,,1,2,1,,,3,POINT (-97.135257 49.875265)
05/14/2020 11:00:00 AM,B - Assiniboine & E of Rouge,,,1,0,1,,,6,4,10,,,7,4,11,POINT (-97.3003 49.8657)
05/14/2020 09:00:00 PM,C - Assiniboine & W of Westwood,,,0,0,0,,,3,1,4,,,3,1,4,POINT (-97.2922 49.8654)
05/12/2020 07:45:00 PM,C - Churchill & E of Hay,,,5,6,11,,,10,2,12,,,15,8,23,POINT (-97.1274 49.8692)
05/06/2020 02:45:00 PM,C - Kildonan & N of Helmsdale,2,2,,,4,7,1,,,8,9,3,,,12,POINT (-97.1088 49.930400000000006)
05/12/2020 08:00:00 PM,B - Churchill & E of Eccles S,,,13,7,20,,,15,10,25,,,28,17,45,POINT (-97.116 49.8636)
05/06/2020 06:45:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1135 49.9313)
05/15/2020 11:15:00 AM,B - Egerton & N of Clonard,2,2,,,4,0,1,,,1,2,3,,,5,POINT (-97.1 49.8666)
05/06/2020 03:15:00 AM,B - Scotia & N of Seven Oaks,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1135 49.9313)
05/12/2020 07:45:00 PM,A - Kings & S of Kings Park Entrance,6,5,,,11,10,5,,,15,16,10,,,26,POINT (-97.1295 49.7989)
05/06/2020 10:00:00 AM,B - Wolseley & E of Garfield,,,3,5,8,,,7,6,13,,,10,11,21,POINT (-97.177 49.8796)
04/30/2020 11:45:00 PM,B - Lyndale & S of Highfield,0,1,,,1,2,0,,,2,2,1,,,3,POINT (-97.135257 49.875265)
05/14/2020 10:15:00 AM,B - Assiniboine & E of Rouge,,,1,0,1,,,1,8,9,,,2,8,10,POINT (-97.3003 49.8657)
05/15/2020 12:30:00 AM,B - Egerton & N of Clonard,0,0,,,0,0,0,,,0,0,0,,,0,POINT (-97.1 49.8666)
05/06/2020 09:30:00 AM,C - Kildonan & N of Helmsdale,1,0,,,1,1,0,,,1,2,0,,,2,POINT (-97.1088 49.930400000000006)
05/12/2020 07:30:00 PM,C - Churchill & E of Hay,,,9,8,17,,,7,9,16,,,16,17,33,POINT (-97.1274 49.8692)
05/06/2020 12:00:00 AM,C - Kildonan & N of Helmsdale,0,1,,,1,0,0,,,0,0,1,,,1,POINT (-97.1088 49.930400000000006)
05/01/2020 12:30:00 AM,B - Lyndale & S of Highfield,0,1,,,1,0,0,,,0,0,1,,,1,POINT (-97.135257 49.875265)
05/12/2020 06:00:00 PM,B - Kilkenny & N of Prestwood,12,10,,,22,2,3,,,5,14,13,,,27,POINT (-97.1367 49.7926)
05/05/2020 08:15:00 PM,B - Wolseley & E of Garfield,,,12,9,21,,,26,24,50,,,38,33,71,POINT (-97.177 49.8796)
