Date,Cumulative Cases by Episode Date,Cumulative Resolved Cases by Episode Date,Cumulative Active Cases by Episode Date,Cumulative Deaths by Date of Death,Daily Cases by Reported Date,7-day Average of Newly Reported cases by Reported Date,Daily Cases by Episode Date,Daily Cases Linked to a Community Outbreak by Episode Date,Daily Cases Linked to a School or Childcare Outbreak by Episode Date,Daily Cases Linked to an Institutional Outbreak by Episode Date,Daily Cases Not Linked to an Outbreak (i.e. Sporadic Cases) by Episode Date,Cases Newly Admitted to Hospital,Cases Currently in Hospital,Cases Currently in ICU,"Cumulative Rate for 0-9 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 10-19 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 20-29 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 30-39 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 40-49 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 50-59 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 60-69 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 70-79 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 80-89 Years (per 100,000 pop) by Episode Date","Cumulative Rate for 90 Years and Over (per 100,000 pop) by Episode Date","Cumulative Rate for Males (per 100,000 pop) by Episode Date","Cumulative Rate for Females (per 100,000 pop) by Episode Date",Source of Infection is Close Contact by Episode Date,Source of Infection is Missing by Episode Date,Source of Infection is an Outbreak by Episode Date,Source of Infection is Travel by Episode Date,Source of Infection is Unknown by Episode Date,Sum of Non-Institutional Source of Infection Over the Last 14 Days,% No Known Source for Cases with Non-Institutional Source of Infection Over the Last 14 Days
2020-10-09 00:00:00,5772,4056,1420,296,96,102.6,86,5,2,19,60,2,38,9,320.1,517.5,789.5,490.3,545.2,475.0,393.6,395.9,1094.2,2814.2,499.7,592.9,35,10,26,1,14,1221,18.4
2020-10-10 00:00:00,5838,4133,1409,296,68,103.0,66,5,2,7,52,6,44,9,326.4,524.5,796.3,495.4,556.3,479.3,399.5,397.2,1100.2,2825.5,505.0,600.2,28,7,13,0,18,1203,19.0
2020-10-11 00:00:00,5905,4230,1379,296,141,112.1,67,6,4,7,50,5,47,10,330.1,539.5,804.3,501.7,562.3,483.6,402.0,405.1,1100.2,2825.5,511.7,606.2,28,12,17,0,10,1188,18.7
2020-10-12 00:00:00,5966,4330,1340,296,65,109.7,61,2,3,14,42,3,47,10,334.6,545.7,814.9,504.2,569.7,490.0,406.2,407.8,1100.2,2848.1,516.7,612.7,16,11,19,1,14,1133,18.8
2020-10-13 00:00:00,6052,4395,1360,297,74,100.4,86,4,3,10,69,1,46,7,343.7,560.7,827.3,508.7,580.8,497.9,408.7,410.4,1100.2,2859.4,525.0,620.7,36,13,17,3,17,1112,19.2
2020-10-14 00:00:00,6119,4459,1360,300,84,87.7,67,1,1,16,49,2,46,7,347.4,569.6,832.8,515.6,588.2,505.8,411.2,418.3,1106.1,2870.7,530.5,627.9,25,10,18,0,14,1096,19.6
2020-10-15 00:00:00,6205,4517,1388,300,107,90.7,86,4,5,25,52,5,50,8,351.9,585.5,840.3,521.9,596.4,518.6,415.4,422.3,1118.1,2870.7,538.4,636.3,28,8,34,4,12,1081,19.5
2020-10-16 00:00:00,6280,4571,1408,301,78,88.1,75,2,4,10,59,4,48,8,354.6,596.1,848.3,527.6,605.3,526.5,419.6,428.9,1127.0,2893.3,545.5,643.4,30,9,16,1,19,1060,19.7
2020-10-17 00:00:00,6327,4630,1396,301,64,87.6,47,1,0,10,36,6,51,8,354.6,599.6,854.5,530.8,608.2,530.8,427.2,431.5,1147.9,2893.3,549.0,648.8,20,11,11,0,5,1036,19.3
2020-10-18 00:00:00,6383,4720,1360,303,74,78.0,56,1,5,11,39,2,50,6,355.5,607.5,861.9,534.6,611.2,536.5,431.4,435.5,1159.8,2938.5,553.6,654.8,15,14,17,0,10,1035,19.2
2020-10-19 00:00:00,6447,4802,1340,305,70,78.7,64,1,0,6,57,3,49,6,363.7,618.1,866.3,539.6,617.1,543.0,436.5,439.4,1165.8,2938.5,559.2,661.3,37,9,7,0,11,1020,18.6
2020-10-20 00:00:00,6525,4879,1337,309,47,74.9,78,4,4,12,58,4,47,5,370.1,630.5,875.6,549.1,624.6,548.0,440.7,443.4,1168.8,2949.8,565.4,669.8,26,12,20,4,16,1021,18.6
2020-10-21 00:00:00,6614,4945,1357,312,69,72.7,89,1,1,46,41,4,46,4,373.7,634.9,879.9,556.1,627.5,553.7,444.9,456.6,1234.3,3096.7,573.3,678.8,20,5,48,0,16,1008,18.8
2020-10-22 00:00:00,6680,5023,1345,312,88,70.0,66,2,4,24,36,2,46,3,375.5,642.0,883.6,560.5,640.9,561.6,449.9,459.2,1240.3,3142.0,579.3,685.3,15,9,30,1,11,994,18.8
2020-10-23 00:00:00,6759,5100,1346,313,93,72.1,79,1,1,13,64,2,41,3,382.8,651.7,890.4,568.1,648.3,569.4,455.8,463.2,1249.3,3175.9,586.5,693.1,34,11,15,0,19,987,19.5
2020-10-24 00:00:00,6824,5174,1333,317,63,72.0,65,2,5,16,42,2,41,3,389.2,659.6,894.1,572.5,655.0,575.2,463.4,464.5,1261.2,3232.4,590.9,700.9,28,2,23,1,11,986,18.8
2020-10-25 00:00:00,6894,5263,1314,317,69,71.3,70,1,3,24,42,3,43,3,391.0,669.4,900.9,576.9,657.2,580.9,470.1,468.5,1294.0,3300.2,596.5,708.6,30,7,28,0,5,989,18.2
2020-10-26 00:00:00,6967,5377,1270,320,77,72.3,73,1,5,16,51,4,44,4,401.9,679.1,905.3,585.1,660.9,588.8,471.8,473.7,1311.9,3322.8,602.1,716.8,29,11,22,1,10,1001,17.6
2020-10-27 00:00:00,7045,5484,1240,321,61,74.3,78,0,3,15,60,1,38,4,409.2,695.0,914.6,593.3,661.6,593.8,473.5,483.0,1317.8,3379.3,609.9,723.9,35,12,18,0,13,993,17.3
2020-10-28 00:00:00,7157,5586,1246,325,94,77.9,112,2,3,69,38,2,36,2,411.0,701.1,923.2,595.9,669.8,598.8,481.0,502.8,1380.4,3627.9,618.9,736.0,22,5,74,0,11,1038,16.3
2020-10-29 00:00:00,7221,5666,1229,326,65,74.6,64,0,4,18,42,9,44,2,411.9,709.1,931.3,601.5,676.5,606.6,485.2,506.7,1386.4,3650.5,624.9,742.1,28,3,22,0,11,1016,16.5
2020-10-30 00:00:00,7271,5742,1202,327,122,78.7,50,1,4,9,36,4,46,2,417.4,710.9,939.3,606.0,683.2,609.5,487.8,506.7,1401.3,3661.8,628.6,747.9,22,6,14,0,8,991,15.8
2020-10-31 00:00:00,7310,5849,1133,328,83,81.6,39,0,2,5,32,2,45,2,417.4,717.9,944.9,608.5,686.9,613.8,491.1,508.0,1404.3,3673.1,632.6,751.2,21,1,6,0,11,983,16.6
2020-11-01 00:00:00,7360,5938,1091,331,51,79.0,50,1,2,6,41,1,44,2,418.3,729.4,948.0,612.9,694.3,615.9,495.3,508.0,1410.3,3718.4,637.3,756.1,22,3,9,0,16,977,17.3
2020-11-02 00:00:00,7424,6053,1039,332,56,76.0,64,3,6,8,47,6,49,2,423.7,740.9,955.4,618.0,702.4,621.7,497.0,509.4,1416.2,3729.7,643.1,762.4,31,3,17,2,11,977,17.3
2020-11-03 00:00:00,7495,6190,972,333,36,72.4,71,1,1,37,32,1,49,2,429.2,746.2,958.5,624.9,708.4,627.4,502.9,516.0,1446.0,3786.2,647.5,771.3,24,2,38,2,5,970,16.3
2020-11-04 00:00:00,7560,6325,899,336,52,66.4,65,5,8,1,51,1,45,1,438.3,756.8,962.9,628.7,715.8,634.5,506.3,519.9,1455.0,3786.2,652.5,778.6,34,3,14,1,13,946,16.4
2020-11-05 00:00:00,7606,6416,854,336,45,63.6,46,0,7,5,34,5,49,2,440.1,770.0,969.1,634.4,719.5,636.7,506.3,519.9,1458.0,3797.5,657.4,782.5,22,0,12,3,9,926,16.5
2020-11-06 00:00:00,7680,6495,847,338,79,57.4,74,1,3,12,58,3,50,3,446.5,778.0,977.1,640.7,726.2,643.8,509.6,522.6,1481.8,3820.1,665.5,788.5,46,0,15,1,12,921,15.9
2020-11-07 00:00:00,7715,6559,813,343,75,56.3,35,3,3,4,25,3,50,4,446.5,781.5,983.3,642.6,728.4,648.1,513.8,526.5,1484.8,3820.1,667.8,792.8,15,3,10,0,7,891,15.9
2020-11-08 00:00:00,7752,6657,750,345,47,55.7,37,1,2,5,29,1,51,4,450.1,784.2,989.5,647.7,732.1,650.3,515.5,526.5,1487.8,3831.4,671.1,796.5,16,1,7,2,11,858,17.2
2020-11-09 00:00:00,7822,6755,717,350,31,52.1,70,3,2,23,42,7,50,4,454.7,792.1,996.3,651.5,737.3,653.9,518.0,530.5,1526.5,3921.8,676.9,803.9,26,2,28,2,12,855,17.5
2020-11-10 00:00:00,7889,6816,723,350,51,54.3,67,0,2,11,54,3,50,5,459.2,801.8,1008.1,656.5,742.5,658.1,520.5,538.4,1526.5,3944.4,683.1,810.4,30,1,13,3,20,844,18.6
2020-11-11 00:00:00,7946,6868,725,353,79,58.1,57,0,2,6,49,2,49,5,464.7,809.8,1016.7,661.6,748.4,663.2,523.1,539.7,1526.5,3955.7,689.2,815.1,32,2,8,2,13,789,20.2
2020-11-12 00:00:00,7988,6919,715,354,58,60.0,42,1,2,8,31,3,45,3,471.9,812.4,1022.9,666.0,749.2,666.0,524.8,541.0,1532.5,4000.9,692.9,819.4,23,3,11,0,5,767,19.9
2020-11-13 00:00:00,8025,6980,689,356,80,60.1,37,1,4,7,25,,38,3,475.6,817.7,1027.9,669.2,752.9,668.2,526.4,542.4,1541.4,4000.9,697.4,822.0,23,1,12,0,1,754,19.4
2020-11-14 00:00:00,8046,7024,665,357,50,56.6,21,3,2,2,14,2,38,3,478.3,817.7,1031.6,671.7,753.6,668.9,529.0,546.3,1541.4,4000.9,699.7,823.7,9,1,7,1,3,736,18.8
2020-11-15 00:00:00,8076,7095,620,361,29,54.0,30,1,3,1,25,,36,2,481.0,821.2,1033.4,672.9,757.3,673.2,533.2,549.0,1541.4,4000.9,702.4,826.6,16,0,5,1,8,716,18.2
2020-11-16 00:00:00,8119,7180,576,363,11,51.1,43,0,2,3,38,3,34,2,486.5,825.7,1036.5,678.0,761.0,678.9,534.8,551.6,1541.4,4023.5,705.3,831.9,26,1,5,0,11,695,18.7
2020-11-17 00:00:00,8159,7243,553,363,40,49.6,40,0,0,10,30,1,33,2,491.0,829.2,1039.0,681.2,764.0,683.9,537.4,554.2,1547.4,4068.7,708.9,835.8,20,1,10,1,8,664,20.0
2020-11-18 00:00:00,8194,7296,535,363,66,47.7,35,2,2,6,25,1,33,2,495.6,833.6,1042.7,685.0,767.0,686.0,539.9,556.9,1550.4,4068.7,712.2,839.1,13,5,10,2,5,634,19.7
2020-11-19 00:00:00,8214,7330,521,363,52,46.9,20,0,0,1,19,,31,2,496.5,835.4,1047.1,686.8,770.7,687.5,539.9,556.9,1550.4,4068.7,714.4,840.8,7,1,1,4,7,608,20.2
2020-11-20 00:00:00,8239,7395,480,364,30,39.7,25,0,1,2,22,1,31,2,500.1,838.0,1048.9,690.0,772.2,691.1,541.6,558.2,1550.4,4068.7,717.1,842.8,11,2,3,2,7,559,21.1
2020-11-21 00:00:00,8268,7454,448,366,27,36.4,29,3,1,4,21,2,32,2,501.0,840.7,1052.0,695.1,775.9,691.8,542.4,559.5,1559.3,4080.0,720.2,845.3,11,0,8,1,9,553,21.7
2020-11-22 00:00:00,8294,7491,434,369,26,36.0,26,0,0,4,22,3,32,4,503.8,841.6,1056.4,698.2,778.8,693.2,544.1,560.8,1562.3,4080.0,722.1,848.2,14,2,3,0,7,542,21.4
2020-11-23 00:00:00,8332,7544,417,371,20,37.3,38,2,1,9,26,,26,3,508.3,845.1,1060.1,703.3,784.0,694.6,545.8,562.1,1562.3,4113.9,725.6,852.0,13,2,11,1,11,510,22.5
2020-11-24 00:00:00,8370,7581,418,371,21,34.6,38,0,0,7,31,,23,3,513.8,848.6,1061.9,710.2,784.8,698.9,548.3,564.8,1565.3,4125.2,728.7,856.1,20,3,5,0,10,481,21.8
2020-11-25 00:00:00,8418,7629,417,372,37,30.4,48,3,0,10,35,2,23,2,517.4,857.4,1066.3,713.4,790.0,704.6,549.1,571.4,1568.3,4125.2,732.5,861.3,25,5,13,0,5,472,20.6
2020-11-26 00:00:00,8454,7653,427,374,62,31.9,36,1,0,4,31,3,23,2,522.9,863.6,1070.0,716.5,790.7,706.1,551.7,575.3,1577.2,4125.2,736.4,864.3,15,15,5,0,1,466,20.0
2020-11-27 00:00:00,8481,7686,419,376,59,36.0,27,0,0,3,24,3,24,1,525.6,868.0,1073.7,719.1,792.2,708.2,554.2,576.7,1577.2,4125.2,738.7,867.1,9,15,3,0,0,456,20.2
2020-11-28 00:00:00,8504,7730,398,376,62,41.0,23,0,0,0,23,2,25,1,526.5,869.8,1078.0,722.2,792.9,709.7,556.7,576.7,1580.2,4136.5,741.0,869.1,2,20,0,0,1,458,19.7
2020-11-29 00:00:00,8521,7762,383,376,22,40.4,17,0,0,0,17,1,25,1,528.3,870.7,1081.1,723.5,795.2,709.7,558.4,578.0,1583.2,4136.5,742.4,871.0,0,17,0,0,0,445,18.4
2020-11-30 00:00:00,8521,7793,352,376,31,42.0,0,0,0,0,0,,24,1,528.3,870.7,1081.1,723.5,795.2,709.7,558.4,578.0,1583.2,4136.5,742.4,871.0,0,0,0,0,0,402,17.7
